Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    18.37500    	    2078.062    	   4.1666672E-02
    18.62500    	    2078.062    	   1.0000000E-01
    18.37500    	    2078.188    	   8.6111113E-02
    18.62500    	    2078.188    	   0.6629630    
    18.37500    	    2078.312    	   0.3000000    
    18.62500    	    2078.312    	    1.214815    
    18.37500    	    2078.438    	   0.8416668    
    18.62500    	    2078.438    	    2.277778    
    18.37500    	    2078.562    	    4.613888    
    18.62500    	    2078.562    	    4.059259    
    18.37500    	    2078.688    	    12.44444    
    18.62500    	    2078.688    	    10.68148    
    18.37500    	    2078.812    	    11.85833    
    18.62500    	    2078.812    	    9.248148    
    18.37500    	    2078.938    	    6.555556    
    18.62500    	    2078.938    	    6.340741    
    18.37500    	    2079.062    	   0.4388891    
    18.62500    	    2079.062    	   0.5592592    
