Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    25.87500    	    992.4375    	   2.7777778E-03
    26.12500    	    992.4375    	   0.0000000E+00
    25.87500    	    992.5625    	    4.722222    
    26.12500    	    992.5625    	    4.851852    
    25.87500    	    992.6875    	    4.811112    
    26.12500    	    992.6875    	    4.625926    
    25.87500    	    992.8125    	    4.858334    
    26.12500    	    992.8125    	    3.881482    
    25.87500    	    992.9375    	    4.516665    
    26.12500    	    992.9375    	    4.955555    
    25.87500    	    993.0625    	    17.41389    
    26.12500    	    993.0625    	    13.85556    
    25.87500    	    993.1875    	    1.802778    
    26.12500    	    993.1875    	   0.3925926    
    25.87500    	    993.3125    	    1.449999    
    26.12500    	    993.3125    	   2.2222223E-02
    25.87500    	    993.4375    	   6.6666663E-02
    26.12500    	    993.4375    	   0.0000000E+00
