X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -74.62500    	    4682.438    	    3.522222    
   -74.37500    	    4682.438    	    2.411110    
   -74.62500    	    4682.562    	    2.808333    
   -74.37500    	    4682.562    	    1.875000    
   -74.62500    	    4682.688    	    1.238889    
   -74.37500    	    4682.688    	   0.7888888    
   -74.62500    	    4682.812    	    2.411111    
   -74.37500    	    4682.812    	    4.030555    
   -74.62500    	    4682.938    	    5.225000    
   -74.37500    	    4682.938    	    4.822222    
   -74.62500    	    4683.062    	    7.316667    
   -74.37500    	    4683.062    	    9.791666    
   -74.62500    	    4683.188    	    4.691668    
   -74.37500    	    4683.188    	    8.169445    
   -74.62500    	    4683.312    	    3.225000    
   -74.37500    	    4683.312    	    4.336111    
   -74.62500    	    4683.438    	   0.8083336    
   -74.37500    	    4683.438    	    1.147222    
