Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    41.37500    	    632.8125    	   0.0000000E+00
    41.62500    	    632.8125    	   0.0000000E+00
    41.37500    	    632.9375    	   0.0000000E+00
    41.62500    	    632.9375    	   0.0000000E+00
    41.37500    	    633.0625    	   0.0000000E+00
    41.62500    	    633.0625    	   0.0000000E+00
    41.37500    	    633.1875    	   0.0000000E+00
    41.62500    	    633.1875    	   0.0000000E+00
    41.37500    	    633.3125    	   0.6333334    
    41.62500    	    633.3125    	   0.1944444    
    41.37500    	    633.4375    	   0.6937502    
    41.62500    	    633.4375    	    2.122223    
    41.37500    	    633.5625    	   0.8937500    
    41.62500    	    633.5625    	    2.791666    
    41.37500    	    633.6875    	   3.3333335E-02
    41.62500    	    633.6875    	   3.0555556E-02
    41.37500    	    633.8125    	   0.0000000E+00
    41.62500    	    633.8125    	   0.0000000E+00
