X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -74.87500    	    4682.188    	    13.07500    
   -74.62500    	    4682.188    	    14.04167    
   -74.87500    	    4682.312    	    13.54375    
   -74.62500    	    4682.312    	    15.46389    
   -74.87500    	    4682.438    	    15.40000    
   -74.62500    	    4682.438    	    15.35555    
   -74.87500    	    4682.562    	    5.864584    
   -74.62500    	    4682.562    	    5.180557    
   -74.87500    	    4682.688    	    5.658334    
   -74.62500    	    4682.688    	    5.466668    
   -74.87500    	    4682.812    	    11.04375    
   -74.62500    	    4682.812    	    7.697222    
   -74.87500    	    4682.938    	    14.56042    
   -74.62500    	    4682.938    	    12.45556    
   -74.87500    	    4683.062    	    5.562500    
   -74.62500    	    4683.062    	    10.48056    
   -74.87500    	    4683.188    	    1.022917    
   -74.62500    	    4683.188    	    3.688889    
