Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    25.12500    	    5749.062    	   0.0000000E+00
    25.37500    	    5749.062    	   0.0000000E+00
    25.12500    	    5749.188    	   4.3333333E-02
    25.37500    	    5749.188    	   0.1933333    
    25.12500    	    5749.312    	   0.4866666    
    25.37500    	    5749.312    	   0.2533333    
    25.12500    	    5749.438    	   0.1466667    
    25.37500    	    5749.438    	   0.4900000    
    25.12500    	    5749.562    	    3.206667    
    25.37500    	    5749.562    	    5.593334    
    25.12500    	    5749.688    	    4.226667    
    25.37500    	    5749.688    	    8.280000    
    25.12500    	    5749.812    	    4.966667    
    25.37500    	    5749.812    	    5.980000    
    25.12500    	    5749.938    	   0.4200000    
    25.37500    	    5749.938    	   0.9700000    
    25.12500    	    5750.062    	   0.0000000E+00
    25.37500    	    5750.062    	   0.0000000E+00
