X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -89.12500    	    5418.688    	   0.4833333    
   -88.87500    	    5418.688    	   0.3555556    
   -89.12500    	    5418.812    	    3.900000    
   -88.87500    	    5418.812    	    3.691667    
   -89.12500    	    5418.938    	    3.741667    
   -88.87500    	    5418.938    	    5.752778    
   -89.12500    	    5419.062    	    3.322917    
   -88.87500    	    5419.062    	    6.219444    
   -89.12500    	    5419.188    	    2.000000    
   -88.87500    	    5419.188    	    8.547222    
   -89.12500    	    5419.312    	   0.2895833    
   -88.87500    	    5419.312    	    2.816667    
   -89.12500    	    5419.438    	   0.0000000E+00
   -88.87500    	    5419.438    	   0.0000000E+00
   -89.12500    	    5419.562    	   0.0000000E+00
   -88.87500    	    5419.562    	   0.0000000E+00
   -89.12500    	    5419.688    	   0.0000000E+00
   -88.87500    	    5419.688    	   0.0000000E+00
