Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    20.12500    	    953.8125    	   7.4999996E-02
    20.37500    	    953.8125    	   0.0000000E+00
    20.12500    	    953.9375    	   4.5833334E-02
    20.37500    	    953.9375    	   0.1805555    
    20.12500    	    954.0625    	    2.052083    
    20.37500    	    954.0625    	    2.158333    
    20.12500    	    954.1875    	    4.741667    
    20.37500    	    954.1875    	    4.611112    
    20.12500    	    954.3125    	    2.956250    
    20.37500    	    954.3125    	    4.388888    
    20.12500    	    954.4375    	   0.8812501    
    20.37500    	    954.4375    	    1.605556    
    20.12500    	    954.5625    	   0.0000000E+00
    20.37500    	    954.5625    	   0.0000000E+00
    20.12500    	    954.6875    	   0.0000000E+00
    20.37500    	    954.6875    	   8.3333338E-03
    20.12500    	    954.8125    	   0.6979167    
    20.37500    	    954.8125    	   0.3055556    
