Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    28.12500    	    5375.812    	    2.487500    
    28.37500    	    5375.812    	    4.422223    
    28.12500    	    5375.938    	    3.635417    
    28.37500    	    5375.938    	    2.569444    
    28.12500    	    5376.062    	    5.522916    
    28.37500    	    5376.062    	    4.680556    
    28.12500    	    5376.188    	    7.839583    
    28.37500    	    5376.188    	    10.95000    
    28.12500    	    5376.312    	    6.320834    
    28.37500    	    5376.312    	    9.272223    
    28.12500    	    5376.438    	    3.850000    
    28.37500    	    5376.438    	    5.530556    
    28.12500    	    5376.562    	    2.400000    
    28.37500    	    5376.562    	    1.355556    
    28.12500    	    5376.688    	   0.1333333    
    28.37500    	    5376.688    	   0.1444445    
    28.12500    	    5376.812    	   1.2500000E-02
    28.37500    	    5376.812    	   0.0000000E+00
