X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -65.87500    	    3179.688    	   1.8518519E-02
   -65.62500    	    3179.688    	   0.1472222    
   -65.87500    	    3179.812    	    1.007408    
   -65.62500    	    3179.812    	    1.744445    
   -65.87500    	    3179.938    	    2.100000    
   -65.62500    	    3179.938    	    2.169445    
   -65.87500    	    3180.062    	    3.722222    
   -65.62500    	    3180.062    	    7.919444    
   -65.87500    	    3180.188    	    5.170372    
   -65.62500    	    3180.188    	    5.719443    
   -65.87500    	    3180.312    	    4.718519    
   -65.62500    	    3180.312    	    7.713888    
   -65.87500    	    3180.438    	    4.596296    
   -65.62500    	    3180.438    	    4.008333    
   -65.87500    	    3180.562    	   0.8444445    
   -65.62500    	    3180.562    	   0.9916668    
   -65.87500    	    3180.688    	   0.5111113    
   -65.62500    	    3180.688    	   6.9444433E-02
