Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    34.62500    	    3185.062    	    4.988890    
    34.87500    	    3185.062    	    7.594442    
    34.62500    	    3185.188    	    1.797222    
    34.87500    	    3185.188    	    3.891667    
    34.62500    	    3185.312    	   0.8916665    
    34.87500    	    3185.312    	    1.108333    
    34.62500    	    3185.438    	    3.350000    
    34.87500    	    3185.438    	    6.408332    
    34.62500    	    3185.562    	    3.233332    
    34.87500    	    3185.562    	    10.21389    
    34.62500    	    3185.688    	    2.122222    
    34.87500    	    3185.688    	    4.300000    
    34.62500    	    3185.812    	    2.175000    
    34.87500    	    3185.812    	    1.397222    
    34.62500    	    3185.938    	   0.7277780    
    34.87500    	    3185.938    	    1.211111    
    34.62500    	    3186.062    	   0.1638889    
    34.87500    	    3186.062    	   0.4638889    
