Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    29.12500    	    995.9375    	    3.708333    
    29.37500    	    995.9375    	    7.602083    
    29.12500    	    996.0625    	    8.866668    
    29.37500    	    996.0625    	    6.818749    
    29.12500    	    996.1875    	    5.619446    
    29.37500    	    996.1875    	    5.916667    
    29.12500    	    996.3125    	    5.977778    
    29.37500    	    996.3125    	    7.179165    
    29.12500    	    996.4375    	    4.127778    
    29.37500    	    996.4375    	   0.9187500    
    29.12500    	    996.5625    	   0.0000000E+00
    29.37500    	    996.5625    	   7.0833333E-02
    29.12500    	    996.6875    	   4.4444446E-02
    29.37500    	    996.6875    	   0.1750000    
    29.12500    	    996.8125    	   0.2111111    
    29.37500    	    996.8125    	   0.3520833    
    29.12500    	    996.9375    	   0.0000000E+00
    29.37500    	    996.9375    	   0.0000000E+00
