X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -89.37500    	    5418.562    	   0.0000000E+00
   -89.12500    	    5418.562    	   0.0000000E+00
   -89.37500    	    5418.688    	    2.696296    
   -89.12500    	    5418.688    	    2.725000    
   -89.37500    	    5418.812    	    3.225926    
   -89.12500    	    5418.812    	    2.772222    
   -89.37500    	    5418.938    	   0.2888889    
   -89.12500    	    5418.938    	   0.6083334    
   -89.37500    	    5419.062    	   0.0000000E+00
   -89.12500    	    5419.062    	   0.1416667    
   -89.37500    	    5419.188    	   0.0000000E+00
   -89.12500    	    5419.188    	   0.0000000E+00
   -89.37500    	    5419.312    	   0.0000000E+00
   -89.12500    	    5419.312    	   0.0000000E+00
   -89.37500    	    5419.438    	   0.0000000E+00
   -89.12500    	    5419.438    	   0.0000000E+00
   -89.37500    	    5419.562    	   0.0000000E+00
   -89.12500    	    5419.562    	   0.0000000E+00
