Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    22.62500    	    614.6875    	   3.7037039E-03
    22.87500    	    614.6875    	   3.3333335E-02
    22.62500    	    614.8125    	    1.114815    
    22.87500    	    614.8125    	    1.950000    
    22.62500    	    614.9375    	    3.359259    
    22.87500    	    614.9375    	    4.552777    
    22.62500    	    615.0625    	    1.640741    
    22.87500    	    615.0625    	    1.327778    
    22.62500    	    615.1875    	    11.57778    
    22.87500    	    615.1875    	    7.922223    
    22.62500    	    615.3125    	    3.088889    
    22.87500    	    615.3125    	    2.572222    
    22.62500    	    615.4375    	   0.0000000E+00
    22.87500    	    615.4375    	   2.2222225E-02
    22.62500    	    615.5625    	   0.0000000E+00
    22.87500    	    615.5625    	   1.6666668E-02
    22.62500    	    615.6875    	   0.0000000E+00
    22.87500    	    615.6875    	   0.0000000E+00
