X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -77.37500    	    2091.562    	   6.3888885E-02
   -77.12500    	    2091.562    	   0.1812500    
   -77.37500    	    2091.688    	   8.6111113E-02
   -77.12500    	    2091.688    	   0.4708333    
   -77.37500    	    2091.812    	    2.704167    
   -77.12500    	    2091.812    	    5.218750    
   -77.37500    	    2091.938    	    3.591667    
   -77.12500    	    2091.938    	    4.704166    
   -77.37500    	    2092.062    	    1.627778    
   -77.12500    	    2092.062    	    1.981250    
   -77.37500    	    2092.188    	    1.258334    
   -77.12500    	    2092.188    	    4.439584    
   -77.37500    	    2092.312    	    3.736111    
   -77.12500    	    2092.312    	    6.758334    
   -77.37500    	    2092.438    	    2.711111    
   -77.12500    	    2092.438    	    2.922917    
   -77.37500    	    2092.562    	    4.661110    
   -77.12500    	    2092.562    	    5.129167    
