Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    41.12500    	    1321.812    	   5.5555556E-02
    41.37500    	    1321.812    	   3.9583337E-02
    41.12500    	    1321.938    	   0.3111112    
    41.37500    	    1321.938    	   4.7916662E-02
    41.12500    	    1322.062    	   0.3222222    
    41.37500    	    1322.062    	    1.258333    
    41.12500    	    1322.188    	    2.050000    
    41.37500    	    1322.188    	    1.441667    
    41.12500    	    1322.312    	   0.4083332    
    41.37500    	    1322.312    	   3.1250000E-02
    41.12500    	    1322.438    	   0.0000000E+00
    41.37500    	    1322.438    	   0.0000000E+00
    41.12500    	    1322.562    	   0.0000000E+00
    41.37500    	    1322.562    	   0.0000000E+00
    41.12500    	    1322.688    	   0.0000000E+00
    41.37500    	    1322.688    	   0.0000000E+00
    41.12500    	    1322.812    	   0.1972222    
    41.37500    	    1322.812    	   0.0000000E+00
