Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    22.12500    	    5389.688    	    8.007407    
    22.37500    	    5389.688    	    7.030556    
    22.12500    	    5389.812    	    7.103704    
    22.37500    	    5389.812    	    8.011111    
    22.12500    	    5389.938    	    4.314815    
    22.37500    	    5389.938    	    3.130555    
    22.12500    	    5390.062    	    5.333333    
    22.37500    	    5390.062    	    9.961112    
    22.12500    	    5390.188    	    5.477778    
    22.37500    	    5390.188    	    11.21389    
    22.12500    	    5390.312    	    3.770370    
    22.37500    	    5390.312    	    6.141666    
    22.12500    	    5390.438    	    8.474074    
    22.37500    	    5390.438    	    10.11389    
    22.12500    	    5390.562    	    1.155556    
    22.37500    	    5390.562    	    1.788889    
    22.12500    	    5390.688    	   0.0000000E+00
    22.37500    	    5390.688    	    1.163889    
