X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -74.12500    	    3186.062    	    9.408337    
   -73.87500    	    3186.062    	    7.303704    
   -74.12500    	    3186.188    	    6.333334    
   -73.87500    	    3186.188    	    4.837037    
   -74.12500    	    3186.312    	    6.283332    
   -73.87500    	    3186.312    	    6.681482    
   -74.12500    	    3186.438    	    4.294445    
   -73.87500    	    3186.438    	    4.114815    
   -74.12500    	    3186.562    	   0.3361111    
   -73.87500    	    3186.562    	   0.3296297    
   -74.12500    	    3186.688    	   0.0000000E+00
   -73.87500    	    3186.688    	   0.0000000E+00
   -74.12500    	    3186.812    	   0.0000000E+00
   -73.87500    	    3186.812    	   0.0000000E+00
   -74.12500    	    3186.938    	   0.0000000E+00
   -73.87500    	    3186.938    	   0.0000000E+00
   -74.12500    	    3187.062    	   0.0000000E+00
   -73.87500    	    3187.062    	   0.0000000E+00
