Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    13.87500    	    6106.938    	   0.0000000E+00
    14.12500    	    6106.938    	   0.0000000E+00
    13.87500    	    6107.062    	   0.1033333    
    14.12500    	    6107.062    	   0.3000000    
    13.87500    	    6107.188    	    1.213333    
    14.12500    	    6107.188    	   0.5699999    
    13.87500    	    6107.312    	    12.18333    
    14.12500    	    6107.312    	    12.08667    
    13.87500    	    6107.438    	    5.816667    
    14.12500    	    6107.438    	    11.13667    
    13.87500    	    6107.562    	   0.8133333    
    14.12500    	    6107.562    	    3.446666    
    13.87500    	    6107.688    	    1.256667    
    14.12500    	    6107.688    	    1.426667    
    13.87500    	    6107.812    	    1.026667    
    14.12500    	    6107.812    	   0.8033333    
    13.87500    	    6107.938    	   0.0000000E+00
    14.12500    	    6107.938    	   0.0000000E+00
