Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    29.62500    	    656.5625    	   0.0000000E+00
    29.87500    	    656.5625    	   0.0000000E+00
    29.62500    	    656.6875    	   0.0000000E+00
    29.87500    	    656.6875    	   0.0000000E+00
    29.62500    	    656.8125    	   0.0000000E+00
    29.87500    	    656.8125    	   9.7916663E-02
    29.62500    	    656.9375    	   0.0000000E+00
    29.87500    	    656.9375    	   0.1166667    
    29.62500    	    657.0625    	   5.5555557E-03
    29.87500    	    657.0625    	    4.760416    
    29.62500    	    657.1875    	   5.5555557E-03
    29.87500    	    657.1875    	    1.843750    
    29.62500    	    657.3125    	   0.0000000E+00
    29.87500    	    657.3125    	   0.0000000E+00
    29.62500    	    657.4375    	   0.0000000E+00
    29.87500    	    657.4375    	   0.0000000E+00
    29.62500    	    657.5625    	   0.0000000E+00
    29.87500    	    657.5625    	   0.0000000E+00
