Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    18.87500    	    939.6875    	   0.2666667    
    19.12500    	    939.6875    	   3.7037037E-02
    18.87500    	    939.8125    	   0.1611111    
    19.12500    	    939.8125    	   0.1740741    
    18.87500    	    939.9375    	   0.1694444    
    19.12500    	    939.9375    	   0.5814815    
    18.87500    	    940.0625    	   0.8222222    
    19.12500    	    940.0625    	   0.5962963    
    18.87500    	    940.1875    	    2.336111    
    19.12500    	    940.1875    	    2.103703    
    18.87500    	    940.3125    	   0.4111112    
    19.12500    	    940.3125    	   0.7740744    
    18.87500    	    940.4375    	    1.086111    
    19.12500    	    940.4375    	   0.8703705    
    18.87500    	    940.5625    	    1.830556    
    19.12500    	    940.5625    	   0.1074074    
    18.87500    	    940.6875    	   0.0000000E+00
    19.12500    	    940.6875    	   2.5925925E-02
