X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -88.37500    	    4988.812    	    1.222222    
   -88.12500    	    4988.812    	    1.044445    
   -88.37500    	    4988.938    	   0.6444445    
   -88.12500    	    4988.938    	    1.288889    
   -88.37500    	    4989.062    	    6.988889    
   -88.12500    	    4989.062    	    9.077778    
   -88.37500    	    4989.188    	    6.222223    
   -88.12500    	    4989.188    	    5.148148    
   -88.37500    	    4989.312    	    10.74445    
   -88.12500    	    4989.312    	    9.848148    
   -88.37500    	    4989.438    	    5.596296    
   -88.12500    	    4989.438    	    3.922222    
   -88.37500    	    4989.562    	   0.3444444    
   -88.12500    	    4989.562    	   0.2629630    
   -88.37500    	    4989.688    	   0.2222222    
   -88.12500    	    4989.688    	   0.2037037    
   -88.37500    	    4989.812    	   4.4444446E-02
   -88.12500    	    4989.812    	   0.0000000E+00
