Y	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_north	days since 2002-12-07 00:00:00	mm/hr
    35.12500    	    6117.062    	    2.686666    
    35.37500    	    6117.062    	    2.006666    
    35.12500    	    6117.188    	    1.393333    
    35.37500    	    6117.188    	    1.973333    
    35.12500    	    6117.312    	    4.600000    
    35.37500    	    6117.312    	    2.560000    
    35.12500    	    6117.438    	    7.993333    
    35.37500    	    6117.438    	    15.22667    
    35.12500    	    6117.562    	    2.826667    
    35.37500    	    6117.562    	    4.650000    
    35.12500    	    6117.688    	   0.5833333    
    35.37500    	    6117.688    	   0.8500000    
    35.12500    	    6117.812    	   0.3900000    
    35.37500    	    6117.812    	   0.5200000    
    35.12500    	    6117.938    	   0.0000000E+00
    35.37500    	    6117.938    	   0.0000000E+00
    35.12500    	    6118.062    	   0.0000000E+00
    35.37500    	    6118.062    	   0.0000000E+00
