X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -82.62500    	    2093.312    	   0.7333333    
   -82.37500    	    2093.312    	   0.5333332    
   -82.62500    	    2093.438    	    2.851852    
   -82.37500    	    2093.438    	    5.052778    
   -82.62500    	    2093.562    	    5.040740    
   -82.37500    	    2093.562    	    6.077777    
   -82.62500    	    2093.688    	    7.266666    
   -82.37500    	    2093.688    	    8.025002    
   -82.62500    	    2093.812    	    4.251852    
   -82.37500    	    2093.812    	    3.722223    
   -82.62500    	    2093.938    	   0.1833333    
   -82.37500    	    2093.938    	   8.3333336E-02
   -82.62500    	    2094.062    	   0.0000000E+00
   -82.37500    	    2094.062    	   0.0000000E+00
   -82.62500    	    2094.188    	   0.0000000E+00
   -82.37500    	    2094.188    	   0.0000000E+00
   -82.62500    	    2094.312    	   0.0000000E+00
   -82.37500    	    2094.312    	   0.0000000E+00
