X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -78.37500    	    636.9375    	    1.018519    
   -78.12500    	    636.9375    	   0.8805556    
   -78.37500    	    637.0625    	   0.1555555    
   -78.12500    	    637.0625    	   0.2138889    
   -78.37500    	    637.1875    	    3.692592    
   -78.12500    	    637.1875    	    6.261111    
   -78.37500    	    637.3125    	    3.614814    
   -78.12500    	    637.3125    	    4.002779    
   -78.37500    	    637.4375    	   0.6925927    
   -78.12500    	    637.4375    	    2.669444    
   -78.37500    	    637.5625    	    4.159259    
   -78.12500    	    637.5625    	    7.183332    
   -78.37500    	    637.6875    	    1.774074    
   -78.12500    	    637.6875    	    6.338888    
   -78.37500    	    637.8125    	    3.070371    
   -78.12500    	    637.8125    	    3.947223    
   -78.37500    	    637.9375    	    6.562962    
   -78.12500    	    637.9375    	    6.311110    
