X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -86.87500    	    1049.438    	    9.191667    
   -86.62500    	    1049.438    	    9.422221    
   -86.87500    	    1049.562    	    14.93541    
   -86.62500    	    1049.562    	    10.35833    
   -86.87500    	    1049.688    	    5.364582    
   -86.62500    	    1049.688    	    2.294444    
   -86.87500    	    1049.812    	    3.183333    
   -86.62500    	    1049.812    	    1.841667    
   -86.87500    	    1049.938    	    1.495833    
   -86.62500    	    1049.938    	   0.6083333    
   -86.87500    	    1050.062    	    2.968750    
   -86.62500    	    1050.062    	    8.377780    
   -86.87500    	    1050.188    	    3.802084    
   -86.62500    	    1050.188    	    2.413889    
   -86.87500    	    1050.312    	    3.872915    
   -86.62500    	    1050.312    	    2.908334    
   -86.87500    	    1050.438    	    2.412500    
   -86.62500    	    1050.438    	    1.516667    
