X	T	NOAA NCEP CPC CMORPH 3-hourly mean morphed cmorph
degree_east	days since 2002-12-07 00:00:00	mm/hr
   -61.87500    	    4328.062    	   0.0000000E+00
   -61.62500    	    4328.062    	   0.0000000E+00
   -61.87500    	    4328.188    	   4.7222223E-02
   -61.62500    	    4328.188    	   3.7499998E-02
   -61.87500    	    4328.312    	   4.4444453E-02
   -61.62500    	    4328.312    	   0.2416668    
   -61.87500    	    4328.438    	    3.013889    
   -61.62500    	    4328.438    	    4.910417    
   -61.87500    	    4328.562    	    20.06666    
   -61.62500    	    4328.562    	    14.44167    
   -61.87500    	    4328.688    	    1.427777    
   -61.62500    	    4328.688    	    2.089583    
   -61.87500    	    4328.812    	    2.433333    
   -61.62500    	    4328.812    	    2.356250    
   -61.87500    	    4328.938    	   0.0000000E+00
   -61.62500    	    4328.938    	   6.8750001E-02
   -61.87500    	    4329.062    	   0.0000000E+00
   -61.62500    	    4329.062    	   4.1666669E-03
