"","year","Name","Surge","MaxWindSpeed","RainfallPointMax","Tornado","Radius","Pressure","Surge_Z","MaxWindSpeed_Z","RainfallPointMax_Z","Tornado_Z","Pressure_Z","Radius_Z"
"153",2008,"GUSTAV",4.43,135,533.4,49,130,941,-0.427729763255026,2.50558753714942,0.564985167011597,1.48811768042043,-1.49511711698863,0.927959011171821
"154",2019,"HAGIBIS",NA,80,NA,NA,NA,955,NA,0.502354600410622,NA,NA,-0.930333594232787,NA
"155",2015,"HALOLA",NA,40,NA,NA,NA,996,NA,-0.954542080853955,NA,NA,0.723675293837905,NA
"156",2002,"HALONG",NA,70,NA,NA,NA,960,NA,0.138130430094478,NA,NA,-0.728625193248557,NA
"157",2014,"HALONG",NA,70,NA,NA,NA,965,NA,0.138130430094478,NA,NA,-0.526916792264326,NA
"158",2002,"HANNA",NA,50,395.224,2,NA,1002,NA,-0.590317910537811,-0.0156153275520555,-0.674053304168932,0.965725375018981,NA
"159",2008,"HANNA",NA,75,411.226,1,90,977,NA,0.32024251525255,0.0516233326639558,-0.720056942138918,-0.0428166299021722,0.330933305895817
"160",2014,"HANNA",NA,35,NA,NA,0,1005,NA,-1.13665416601203,NA,NA,1.08675041560952,-1.01237453097519
"161",1999,"HARVEY",NA,50,260.096,2,NA,999,NA,-0.590317910537811,-0.583408458265039,-0.674053304168932,0.844700334428443,NA
"162",2011,"HARVEY",NA,55,NA,NA,15,995,NA,-0.408205825379738,NA,NA,0.683333613641058,-0.788489891496689
"163",2017,"HARVEY",NA,115,1538.732,52,60,937,NA,1.77713919651713,4.78928067709052,1.62612859433039,-1.65648383777602,-0.116835973061185
"164",2000,"HELENE",1,35,243.84,13,NA,1006,-1.16394307702186,-1.13665416601203,-0.651714398801939,-0.168013286499081,1.12709209580637,NA
"165",2012,"HELENE",1,30,NA,NA,0,1008,-1.16394307702186,-1.3187662511701,NA,NA,1.20777545620006,-1.01237453097519
"166",1985,"HENRI",NA,35,80.264,NA,NA,1007,NA,-1.13665416601203,-1.3390429254545,NA,1.16743377600321,NA
"167",2003,"HENRI",NA,30,230.886,1,NA,1006,NA,-1.3187662511701,-0.706145695167282,-0.720056942138918,1.12709209580637,NA
"168",1998,"HERMINE",3.4,35,359.156,3,NA,1000,-0.648808396835153,-1.13665416601203,-0.167169133118303,-0.628049666198945,0.885042014625289,NA
"169",2004,"HERMINE",3.4,35,NA,NA,25,1012,-0.648808396835153,-1.13665416601203,NA,NA,1.36914217698744,-0.639233465177688
"170",2010,"HERMINE",3.4,60,NA,13,30,989,-0.648808396835153,-0.226093740221666,NA,-0.168013286499081,0.441283532459981,-0.564605252018188
"171",2016,"HERMINE",3.4,70,567.944,10,150,981,-0.648808396835153,0.138130430094478,0.71013529065251,-0.30602420040904,0.118550090885212,1.22647186380982
"172",2002,"HIGOS",NA,70,NA,NA,NA,960,NA,0.138130430094478,NA,NA,-0.728625193248557,NA
"173",1996,"HORTENSE",NA,70,596.392,NA,NA,978,NA,0.138130430094478,0.829670686592086,NA,-0.00247494970532607,NA
"174",1989,"HUGO",8.2,120,447.04,NA,NA,934,0.381460963538256,1.9592512816752,0.202109857909314,NA,-1.77750887836656,NA
"175",2007,"HUMBERTO",NA,80,358.902,1,30,985,NA,0.502354600410622,-0.168236413439192,-0.720056942138918,0.279916811672597,-0.564605252018188
"176",2009,"IDA",6.53,70,457.2,NA,60,985,0.0230130819083409,0.138130430094478,0.244801070744877,NA,0.279916811672597,-0.116835973061185
"177",2010,"IGOR",3.5,75,236.22,NA,240,950,-0.627344451827374,0.32024251525255,-0.683732808428612,NA,-1.13204199521702,2.56977970068083
"178",2008,"IKE",1.15,115,447.04,33,160,945,-1.13174715951019,1.77713919651713,0.202109857909314,0.752059472900648,-1.33375039620125,1.37572829012882
"179",2019,"IMELDA",NA,40,1124.966,2,0,1003,NA,-0.954542080853955,3.05068103436223,-0.674053304168932,1.00606705521583,-1.01237453097519
"180",2013,"INGRID",8.2,55,NA,NA,50,991,0.381460963538256,-0.408205825379738,NA,NA,0.521966892853674,-0.266092399380186
"181",1999,"IRENE",7.09,70,443.23,7,NA,986,0.143211173951905,0.138130430094478,0.186100653095978,-0.444035114318999,0.320258491869443,NA
"182",2011,"IRENE",7.09,100,559.816,9,150,950,0.143211173951905,1.23080294104291,0.67598232038406,-0.352027838379027,-1.13204199521702,1.22647186380982
"183",1995,"IRIS",15,55,NA,NA,NA,993,1.84100922406725,-0.408205825379738,NA,NA,0.602650253247366,NA
"184",2001,"IRIS",15,125,NA,NA,NA,948,1.84100922406725,2.14136336683327,NA,NA,-1.21272535561071,NA
"185",2017,"IRMA",NA,155,550.164,28,140,914,NA,3.2340358777817,0.635425668190276,0.522041283050716,-2.58434248230348,1.07721543749082
"186",2012,"ISAAC",9.19,70,678.434,31,90,966,0.593954019115272,0.138130430094478,1.17440223023925,0.660052196960675,-0.48657511206748,0.330933305895817
"187",1985,"ISABEL",16.2,35,85.852,NA,NA,1008,2.0985765641606,-1.13665416601203,-1.31556275839494,NA,1.20777545620006,NA
"188",2003,"ISABEL",16.2,90,513.08,1,NA,957,2.0985765641606,0.866578770726766,0.479602741340472,-0.720056942138918,-0.849650233839095,NA
"189",2002,"ISIDORE",8.3,110,774.446,10,NA,936,0.402924908546036,1.59502711135905,1.57783419153532,-0.30602420040904,-1.69682551797286,NA
"190",2004,"IVAN",10,105,431.8,118,175,946,0.767811973678285,1.41291502620098,0.13807303865597,4.66236870034949,-1.2934087160044,1.59961292960732
"191",2004,"JEANNE",6,105,488.188,42,100,950,-0.0907458266328897,1.41291502620098,0.375009269893343,1.16609221463053,-1.13204199521702,0.480189732214818
"192",2018,"JEBI",NA,85,NA,NA,NA,950,NA,0.684466685568694,NA,NA,-1.13204199521702,NA
"193",2012,"JELAWAT",NA,70,NA,NA,NA,965,NA,0.138130430094478,NA,NA,-0.526916792264326,NA
"194",1989,"JERRY",NA,75,170.434,NA,NA,983,NA,0.32024251525255,-0.96015841153888,NA,0.199233451278905,NA
"195",1995,"JERRY",NA,35,465.582,2,NA,1006,NA,-1.13665416601203,0.280021321334216,-0.674053304168932,1.12709209580637,NA
"196",1988,"JOAN",NA,125,NA,NA,NA,932,NA,2.14136336683327,NA,NA,-1.85819223876025,NA
"197",2015,"JOAQUIN",NA,115,NA,NA,160,940,NA,1.77713919651713,NA,NA,-1.53545879718548,1.37572829012882
"198",2018,"JONGDARI",NA,65,NA,NA,NA,970,NA,-0.0439816550635943,NA,NA,-0.325208391280095,NA
"199",1999,"JOSE",NA,80,166.116,NA,NA,982,NA,0.502354600410622,-0.978302176993994,NA,0.158891771082058,NA
"200",2005,"JOSE",NA,50,NA,NA,0,998,NA,-0.590317910537811,NA,NA,0.804358654231597,-1.01237453097519
"201",1996,"JOSEPHINE",NA,60,289.306,26,NA,983,NA,-0.226093740221666,-0.460671221362797,0.430034007110743,0.199233451278905,NA
"202",1985,"JUAN",4.92,65,451.612,NA,NA,974,-0.322556432716907,-0.0439816550635943,0.221320903685318,NA,-0.163841670492711,NA
"203",2003,"JUAN",4.92,85,52.07,NA,NA,973,-0.322556432716907,0.684466685568694,-1.45751104107319,NA,-0.204183350689557,NA
"204",2016,"JULIA",NA,30,454.152,1,0,1010,NA,-1.3187662511701,0.231993706894208,-0.720056942138918,1.28845881659375,-1.01237453097519
"205",2001,"KAREN",NA,40,NA,NA,NA,998,NA,-0.954542080853955,NA,NA,0.804358654231597,NA
"206",2019,"KAREN",NA,40,145.034,NA,0,1004,NA,-0.954542080853955,-1.06688644362779,NA,1.04640873541267,-1.01237453097519
"207",2010,"KARL",NA,100,452.882,NA,40,976,NA,1.23080294104291,0.226657305289763,NA,-0.0831583100990184,-0.415348825699187
"208",1985,"KATE",11,85,211.328,NA,NA,967,0.982451423756078,0.684466685568694,-0.78832627987574,NA,-0.446233431870634,NA
"209",2017,"KATIA",NA,65,NA,NA,40,990,NA,-0.0439816550635943,NA,NA,0.481625212656828,-0.415348825699187
"210",1999,"KATRINA",4,35,160.528,NA,NA,999,-0.520024726788477,-1.13665416601203,-1.00178234405355,NA,0.844700334428443,NA
"211",2005,"KATRINA",4,110,417.322,59,120,920,-0.520024726788477,1.59502711135905,0.0772380603652934,1.9481540601203,-2.3422924011224,0.77870258485282
"212",1988,"KEITH",5,60,260.858,NA,NA,993,-0.305385276710683,-0.226093740221666,-0.580206617302372,NA,0.602650253247366,NA
"213",2000,"KEITH",5,80,623.57,NA,NA,980,-0.305385276710683,0.502354600410622,0.943869680927216,NA,0.0782084106883662,NA
"214",2018,"KIRK",NA,45,NA,NA,40,1002,NA,-0.772429995695883,NA,NA,0.965725375018981,-0.415348825699187
"215",2010,"KOMPASU",NA,80,NA,NA,NA,960,NA,0.502354600410622,NA,NA,-0.728625193248557,NA
"216",2016,"KOMPASU",NA,35,NA,NA,NA,1002,NA,-1.13665416601203,NA,NA,0.965725375018981,NA
"217",2018,"KONG-REY",NA,68.0344,NA,NA,NA,970,NA,0.0665385271771367,NA,NA,-0.325208391280095,NA
"218",2019,"KROSA",NA,50,NA,NA,NA,975,NA,-0.590317910537811,NA,NA,-0.123499990295865,NA
"219",1996,"KYLE",NA,30,145.034,NA,NA,1008,NA,-1.3187662511701,-1.06688644362779,NA,1.20777545620006,NA
"220",2002,"KYLE",NA,35,221.488,8,NA,1011,NA,-1.13665416601203,-0.745635067040177,-0.398031476349013,1.3288004967906,NA
"221",2008,"KYLE",NA,65,773.938,NA,105,985,NA,-0.0439816550635943,1.57569963089354,NA,0.279916811672597,0.554817945374319
"222",2017,"LAN",NA,80,NA,NA,NA,950,NA,0.502354600410622,NA,NA,-1.13204199521702,NA
"223",2003,"LARRY",NA,50,629.158,NA,NA,996,NA,-0.590317910537811,0.967349847986776,NA,0.723675293837905,NA
"224",2011,"LEE",NA,40,532.384,28,120,986,NA,-0.954542080853955,0.560716045728041,0.522041283050716,0.320258491869443,0.77870258485282
"225",2018,"LEEPI",NA,40,NA,NA,NA,998,NA,-0.954542080853955,NA,NA,0.804358654231597,NA
"226",1999,"LENNY",17.5,135,866.648,NA,NA,933,2.37760784926174,2.50558753714942,1.96525694801805,NA,-1.8178505585634,NA
"227",1996,"LILI",6,85,306.832,NA,NA,975,-0.0907458266328897,0.684466685568694,-0.387028879221451,NA,-0.123499990295865,NA
"228",2002,"LILI",6,90,213.36,25,NA,963,-0.0907458266328897,0.866578770726766,-0.779788037308627,0.384030369140756,-0.607600152658018,NA
"229",2003,"LINFA",NA,45,NA,NA,NA,985,NA,-0.772429995695883,NA,NA,0.279916811672597,NA
"230",2016,"LIONROCK",NA,65,NA,NA,NA,965,NA,-0.0439816550635943,NA,NA,-0.526916792264326,NA
"231",2007,"LORENZO",NA,65,NA,NA,30,993,NA,-0.0439816550635943,NA,NA,0.602650253247366,-0.564605252018188
"232",1995,"LUIS",NA,115,NA,NA,NA,945,NA,1.77713919651713,NA,NA,-1.33375039620125,NA
"233",2004,"MA-ON",NA,80,NA,NA,NA,950,NA,0.502354600410622,NA,NA,-1.13204199521702,NA
"234",2011,"MA-ON",NA,75,NA,NA,NA,960,NA,0.32024251525255,NA,NA,-0.728625193248557,NA
"235",2003,"MAEMI",7.55,105,NA,NA,NA,910,0.24194532098769,1.41291502620098,NA,NA,-2.74570920309086,NA
"236",2016,"MALAKAS",NA,75,NA,NA,NA,955,NA,0.32024251525255,NA,NA,-0.930333594232787,NA
"237",2004,"MALOU",NA,40,NA,NA,NA,996,NA,-0.954542080853955,NA,NA,0.723675293837905,NA
"238",2010,"MALOU",NA,45,NA,NA,NA,996,NA,-0.772429995695883,NA,NA,0.723675293837905,NA
"239",2007,"MAN-YI",NA,75,NA,NA,NA,945,NA,0.32024251525255,NA,NA,-1.33375039620125,NA
"240",2013,"MAN-YI",NA,60,NA,NA,NA,965,NA,-0.226093740221666,NA,NA,-0.526916792264326,NA
"241",2008,"MARCO",2.5,55,NA,NA,5,998,-0.841983901905167,-0.408205825379738,NA,NA,0.804358654231597,-0.93774631781569
"242",2006,"MARIA",NA,50,NA,NA,NA,992,NA,-0.590317910537811,NA,NA,0.56230857305052,NA
"243",2011,"MARIA",NA,60,NA,NA,150,983,NA,-0.226093740221666,NA,NA,0.199233451278905,1.22647186380982
"244",2017,"MARIA",NA,145,962.66,NA,120,920,NA,2.86981170746556,2.36868890931412,NA,-2.3422924011224,0.77870258485282
"245",1995,"MARILYN",NA,70,508,NA,NA,984,NA,0.138130430094478,0.45825713492269,NA,0.239575131475751,NA
"246",2005,"MATSA",NA,80,NA,NA,NA,955,NA,0.502354600410622,NA,NA,-0.930333594232787,NA
"247",2004,"MATTHEW",5.85,35,412.242,NA,0,999,-0.122941744144559,-1.13665416601203,0.0558924539475122,NA,0.844700334428443,-1.01237453097519
"248",2010,"MATTHEW",5.85,50,424.942,NA,45,998,-0.122941744144559,-0.590317910537811,0.109256469991965,NA,0.804358654231597,-0.340720612539686
"249",2016,"MATTHEW",5.85,130,481.33,2,120,935,-0.122941744144559,2.32347545199134,0.346192701229338,-0.674053304168932,-1.73716719816971,0.77870258485282
"250",2005,"MAWAR",NA,65,NA,NA,NA,975,NA,-0.0439816550635943,NA,NA,-0.123499990295865,NA
"251",2004,"MEARI",NA,60,NA,NA,NA,970,NA,-0.226093740221666,NA,NA,-0.325208391280095,NA
"252",2004,"MEGI",NA,60,NA,NA,NA,980,NA,-0.226093740221666,NA,NA,0.0782084106883662,NA
"253",2009,"MELOR",NA,75,NA,NA,NA,955,NA,0.32024251525255,NA,NA,-0.930333594232787,NA
"254",2018,"MICHAEL",NA,140,330.454,16,220,919,NA,2.68769962230749,-0.287771809378768,-0.0300023725891215,-2.38263408131925,2.27126684804283
"255",2001,"MICHELLE",10,120,126.746,2,NA,949,0.767811973678285,1.9592512816752,-1.1437306267318,-0.674053304168932,-1.17238367541386,NA
"256",2016,"MINDULLE",NA,65,NA,NA,NA,975,NA,-0.0439816550635943,NA,NA,-0.123499990295865,NA
"257",1998,"MITCH",11.81,70,427.99,5,NA,987,1.15630937831909,0.138130430094478,0.122063833842634,-0.536042390258972,0.360600172066289,NA
"258",2011,"MUIFA",NA,80,NA,NA,NA,950,NA,0.502354600410622,NA,NA,-1.13204199521702,NA
"259",2005,"NABI",NA,70,364.49,NA,NA,960,NA,0.138130430094478,-0.144756246379633,NA,-0.728625193248557,NA
"260",2004,"NAMTHEUN",NA,65,NA,NA,NA,980,NA,-0.0439816550635943,NA,NA,0.0782084106883662,NA
"261",2016,"NAMTHEUN",NA,35,NA,NA,NA,1000,NA,-1.13665416601203,NA,NA,0.885042014625289,NA
"262",2015,"NANGKA",NA,65,NA,NA,NA,965,NA,-0.0439816550635943,NA,NA,-0.526916792264326,NA
"263",2017,"NANMADOL",NA,55,NA,NA,NA,985,NA,-0.408205825379738,NA,NA,0.279916811672597,NA
"264",2001,"NARI",NA,60,NA,NA,NA,975,NA,-0.226093740221666,NA,NA,-0.123499990295865,NA
"265",2007,"NARI",NA,93.30432,NA,NA,NA,940,NA,0.986930091772671,NA,NA,-1.53545879718548,NA
"266",2019,"NARI",NA,35,NA,NA,NA,1000,NA,-1.13665416601203,NA,NA,0.885042014625289,NA
"267",2011,"NATE",NA,40,NA,NA,90,1006,NA,-0.954542080853955,NA,NA,1.12709209580637,0.330933305895817
"268",2017,"NATE",NA,75,252.222,21,60,983,NA,0.32024251525255,-0.6164941482126,0.200015817260811,0.199233451278905,-0.116835973061185
"269",2014,"NEOGURI",NA,50,NA,NA,NA,980,NA,-0.590317910537811,NA,NA,0.0782084106883662,NA
"270",2007,"NOEL",NA,55,437.642,NA,270,992,NA,-0.408205825379738,0.162620486036419,NA,0.56230857305052,3.01754897963783
"271",2002,"NOGURI",NA,60,NA,NA,NA,975,NA,-0.226093740221666,NA,NA,-0.123499990295865,NA
