"","Name","Time","Latitude","Longitude","MaxWindSpeed","CentPressure","Rainfall","Surge"
"412","PAULA","2010-10-11",15,-83.2,45,1004,543.043667373,NA
"413","PAULA","2010-10-14",22.7,-83.9,55,1000,148.395854937,NA
"414","RICHARD","2010-10-25",17.2,-88.3,85,977,310.9361098215,NA
"415","TOMAS","2010-10-30",13,-59.5,60,997,568.681941,NA
"416","TOMAS","2010-10-30",13.4,-61.2,85,987,183.0666699,NA
"417","TOMAS","2010-11-06",21.7,-71.6,60,992,89.1944448,NA
"418","ARLENE","2011-06-30",21.6,-97.4,55,993,NA,5
"419","MA-ON","2011-07-19",33.6,134.3,75,960,20.5,NA
"420","MA-ON","2011-07-20",33.5,135.6,55,980,0,NA
"421","DON","2011-07-30",27.3,-97.4,30,1007,0.8333334447,1.89
"422","MUIFA","2011-08-05",26.3,126.8,80,950,31.5,NA
"423","HARVEY","2011-08-20",17,-88.3,55,995,185.7222075,NA
"424","IRENE","2011-08-21",17.8,-64.6,60,993,139.638885162,7.09
"425","HARVEY","2011-08-22",18.7,-95.2,35,1005,183.479176617,NA
"426","IRENE","2011-08-22",18.1,-65.8,60,990,159.516668256,7.09
"427","IRENE","2011-08-24",22.4,-74,100,955,286.9583238,7.09
"428","IRENE","2011-08-25",23.5,-75.1,95,952,210.6416685,7.09
"429","IRENE","2011-08-25",24.7,-76.2,90,950,363.133319157,7.09
"430","IRENE","2011-08-25",26.5,-77.2,90,950,305.843738445,7.09
"431","IRENE","2011-08-27",34.7,-76.6,75,952,168.1166559,7.09
"432","IRENE","2011-08-28",39.4,-74.4,60,959,NA,7.09
"433","IRENE","2011-08-28",40.6,-74,55,965,149.7666804,7.09
"434","TALAS","2011-09-03",33.6,133.9,50,984,51,NA
"435","LEE","2011-09-04",29.6,-92.1,40,986,NA,NA
"436","NATE","2011-09-11",20.5,-97,40,1006,3.0354167775,NA
"437","MARIA","2011-09-16",47,-53.5,60,983,33.4819314153,NA
"438","ROKE","2011-09-21",34.7,137.6,80,950,44,NA
"439","RINA","2011-10-28",20.5,-87.2,50,996,93.8597238951,NA
"440","BERYL","2012-05-28",30.2,-81.4,55,994,43.708334685,NA
"441","GUCHOL","2012-06-19",33.4,135.5,70,960,20,NA
"442","DEBBY","2012-06-26",29.3,-83.2,35,995,2.9493052407,4.49
"443","DAMREY","2012-08-01",30.4,130.5,55,975,0,13.12
"444","ERNESTO","2012-08-08",18.7,-87.2,80,977,651.656307,1
"445","ERNESTO","2012-08-08",18.8,-87.7,85,973,794.730525,1
"446","ERNESTO","2012-08-09",18.3,-94.6,55,989,89.519446452,1
"447","HELENE","2012-08-18",21.9,-97.7,30,1008,87.8229075,1
"448","GORDON","2012-08-20",37,-25.1,65,984,108.55557,NA
"449","ISAAC","2012-08-25",18.3,-72.7,55,991,557.6243388,9.19
"450","ISAAC","2012-08-25",20.1,-74.5,50,997,91.2166570014,9.19
"451","BOLAVEN","2012-08-26",26.6,128,85,930,NA,NA
"452","TEMBIN","2012-08-26",21,116.8,69.97824,970,0.7,NA
"453","ISAAC","2012-08-29",28.9,-89.4,70,967,NA,9.19
"454","ISAAC","2012-08-29",29.2,-90.2,70,966,143.9125012917,9.19
"455","SANBA","2012-09-11",11.4,133.4,36.93296,996,0,NA
"456","SANBA","2012-09-12",13.6,130.6,60.25904,980,NA,NA
"457","SANBA","2012-09-13",16.3,129.6,97.192,930,2.5,NA
"458","SANBA","2012-09-14",19.1,129.8,108.85504,910,1.7,NA
"459","SANBA","2012-09-15",26.6,128.2,90,935,36.5,NA
"460","SANBA","2012-09-16",25.6,128.2,93.30432,935,193.2,NA
"461","SANBA","2012-09-17",31.4,127.8,91.36048,940,206,NA
"462","SANBA","2012-09-18",40.5,130.6,40.82064,994,NA,NA
"463","JELAWAT","2012-09-30",33.5,135.7,70,965,66,NA
"464","SANDY","2012-10-24",17.9,-76.6,75,971,NA,11.48
"465","SANDY","2012-10-25",20,-76,100,954,430.6528246074,11.48
"466","SANDY","2012-10-29",39.4,-74.4,70,945,NA,11.48
"467","ANDREA","2013-06-06",29.5,-83.4,50,992,58.785415203,NA
"468","BARRY","2013-06-17",16.5,-88.4,30,1006,159.2472204,4
"469","BARRY","2013-06-20",19.6,-96.4,40,1003,NA,4
"470","FERNAND","2013-08-26",19.5,-96.3,50,1001,303.201386745,NA
"471","TORAJI","2013-09-03",31.4,130.5,50,985,11.5,NA
"472","EIGHT","2013-09-06",22.3,-97.9,30,1008,99.527776032,NA
"473","MAN-YI","2013-09-15",34.5,137.3,60,965,102.5,NA
"474","INGRID","2013-09-16",23.7,-97.7,55,991,314.6340285441,8.2
"475","DANAS","2013-10-08",34.5,129.5,55,980,0,NA
"476","ARTHUR","2014-07-04",34.7,-76.6,85,973,113.891694675,NA
"477","ARTHUR","2014-07-04",35.8,-75.5,85,973,92.4472305741,NA
"478","NEOGURI","2014-07-09",32.1,130,50,980,0,NA
"479","NEOGURI","2014-07-10",33.5,135.3,50,985,7.5,NA
"480","BERTHA","2014-08-03",21.8,-71.9,40,1013,163.902076782,NA
"481","HALONG","2014-08-09",33.5,133.8,70,965,125.5,NA
"482","HALONG","2014-08-10",34.5,134.5,65,975,79.5,NA
"483","DOLLY","2014-09-03",22,-97.7,40,1002,445.327017819,4
"484","PHANFONE","2014-10-05",34.7,137.7,65,965,2,NA
"485","PHANFONE","2014-10-06",34.9,138.5,65,965,14.5,NA
"486","VONGFONG","2014-10-11",26.4,128,80,950,NA,NA
"487","VONGFONG","2014-10-12",31.1,130,65,970,0.5,NA
"488","FAY","2014-10-12",32.3,-64.7,70,984,349.9694625,NA
"489","GONZALO","2014-10-13",17.1,-61.8,65,990,153.5499874257,NA
"490","GONZALO","2014-10-13",18.1,-63,75,984,282.347211912,NA
"491","GONZALO","2014-10-13",18.2,-63.1,75,984,249.755537907,NA
"492","VONGFONG","2014-10-13",32.9,132.4,60,975,71,NA
"493","GONZALO","2014-10-18",32.3,-64.8,95,952,236.924981796,NA
"494","HANNA","2014-10-27",14.9,-83.3,35,1005,222.2375201754,NA
"495","ANA","2015-05-10",33.8,-78.8,40,1002,195.9930635508,NA
"496","BILL","2015-06-16",28.2,-96.7,50,997,11.3124987411,3.1
"497","NANGKA","2015-07-16",33.4,134.1,65,965,155.5,NA
"498","HALOLA","2015-07-26",33,129.7,40,996,NA,NA
"499","GONI","2015-08-23",24.3,123.9,90,940,NA,NA
"500","GONI","2015-08-24",32,130.1,85,945,0,NA
"501","ETAU","2015-09-09",34.5,137.1,45,990,37,NA
"502","JOAQUIN","2015-10-01",23.1,-73.7,115,942,728.238885,NA
"503","JOAQUIN","2015-10-02",23.6,-74.8,110,940,526.685463,NA
"504","JOAQUIN","2015-10-02",24.1,-74.5,110,942,205.8583302,NA
"505","ALEX","2016-01-15",38.7,-27.1,55,986,29.758333638,NA
"506","BONNIE","2016-05-29",32.8,-79.8,30,1007,12.459723036,1.9
"507","COLIN","2016-06-07",29.8,-83.6,45,1001,86.691686523,NA
"508","DANIELLE","2016-06-20",21.2,-97.4,35,1009,104.327780568,NA
"509","EARL","2016-08-04",17.4,-87.8,75,979,154.1388940131,NA
"510","EARL","2016-08-04",17.4,-88.3,75,979,188.477796738,NA
"511","EARL","2016-08-06",19,-96,50,999,283.7618122488,NA
"512","CONSON","2016-08-14",43.3,145.5,40,988,7.5,NA
"513","CHANTHU","2016-08-17",41.8,143,55,980,0,NA
"514","KOMPASU","2016-08-21",42.9,144.1,35,1002,0,NA
"515","MINDULLE","2016-08-22",34.8,139.8,65,975,145.5,NA
"516","LIONROCK","2016-08-30",38.8,142,65,965,NA,NA
"517","HERMINE","2016-09-02",30.1,-84.1,70,981,NA,3.4
"518","NAMTHEUN","2016-09-04",32.8,129.7,35,1000,1,NA
"519","JULIA","2016-09-13",27.3,-80.2,30,1010,52.8111152112,NA
"520","MALAKAS","2016-09-19",31.1,130.5,75,955,11,NA
"521","MALAKAS","2016-09-20",33.3,134.1,70,970,52,NA
"522","CHABA","2016-09-26",15.8,158.1,29.1576,1008,3,5.15
"523","CHABA","2016-09-27",14.7,153.1,29.1576,1006,3.5,5.15
"524","CHABA","2016-09-28",14.5,146.8,38.8768,996,61.8,5.15
"525","CHABA","2016-09-29",14.2,140.6,44.70832,992,24.2,5.15
"526","CHABA","2016-09-30",13.5,138,46.65216,990,21,5.15
"527","CHABA","2016-10-01",17.7,133.3,62.20288,975,5,5.15
"528","CHABA","2016-10-02",21.8,129.3,87.4728,945,0,5.15
"529","CHABA","2016-10-03",25.8,126.7,97.192,930,0,5.15
"530","MATTHEW","2016-10-04",18.3,-74.3,130,935,1207.388214,5.85
"531","CHABA","2016-10-04",26.8,126.4,97.192,930,16.6,5.15
"532","MATTHEW","2016-10-05",20.1,-74.3,115,949,332.260422,5.85
"533","CHABA","2016-10-05",31.9,126,83.58512,950,158.5,5.15
"534","CHABA","2016-10-06",42.2,141.8,NA,994,NA,5.15
"535","MATTHEW","2016-10-07",26.7,-79,115,937,345.931936893,5.85
"536","MATTHEW","2016-10-08",33,-79.5,75,967,264.800004393,5.85
"537","OTTO","2016-11-24",11,-83.8,100,975,434.0951465922,NA
"538","BRET","2017-06-20",10.1,-61.1,45,1008,NA,NA
"539","BRET","2017-06-20",10.6,-62.6,45,1008,NA,NA
"540","CINDY","2017-06-22",29.8,-93.7,45,991,340.969464024,NA
"541","NANMADOL","2017-07-03",32.7,130,55,985,NA,NA
"542","NANMADOL","2017-07-04",33.2,132.3,50,990,14.5,NA
"543","EMILY","2017-07-31",27.5,-82.7,50,1001,367.0444623441,15
"544","NORU","2017-08-05",30.3,130.4,60,970,0,NA
"545","NORU","2017-08-06",30.7,130.9,60,970,NA,NA
"546","NORU","2017-08-07",33.3,134.2,60,970,83,NA
"547","FRANKLIN","2017-08-08",19.1,-87.6,50,995,NA,NA
"548","FRANKLIN","2017-08-10",20,-96.6,70,990,106.239585669,NA
"549","HARVEY","2017-08-18",13.1,-59.6,40,1004,NA,NA
"550","HARVEY","2017-08-18",13.2,-61.2,40,1004,498.045846642,NA
"551","HARVEY","2017-08-26",28,-96.9,115,937,257.6444472,NA
"552","HARVEY","2017-08-26",28.2,-97.1,105,948,213.3812574,NA
"553","HARVEY","2017-08-30",29.8,-93.5,40,991,135.069443745,NA
"554","IRMA","2017-09-06",17.7,-61.8,155,914,608.842420404,NA
"555","IRMA","2017-09-06",18.1,-63.1,155,914,NA,NA
"556","IRMA","2017-09-06",18.5,-64.4,155,915,224.258336304,NA
"557","IRMA","2017-09-08",21.5,-73,135,924,744.175032012,NA
"558","KATIA","2017-09-09",20.6,-97.1,65,990,NA,NA
"559","IRMA","2017-09-09",22.3,-77.9,145,924,306.577785,NA
"560","IRMA","2017-09-10",24.7,-81.5,115,931,282.015980145,NA
"561","IRMA","2017-09-10",25.9,-81.7,100,936,125.839587342,NA
"562","TALIM","2017-09-17",31,130.3,55,975,5,NA
"563","MARIA","2017-09-19",15.4,-61.3,145,922,450.6222123,NA
"564","MARIA","2017-09-20",18,-65.9,135,920,442.313852076,NA
"565","NATE","2017-10-05",13.9,-83.5,35,999,40.6937535,NA
"566","NATE","2017-10-08",29.1,-89.2,75,983,37.374999,NA
"567","NATE","2017-10-08",30.4,-89,65,984,123.3625026,NA
"568","OPHELIA","2017-10-16",51.9,-10.4,70,957,NA,NA
"569","LAN","2017-10-22",34.7,138.1,80,950,174,NA
"570","PHILIPPE","2017-10-28",22.2,-81.6,35,1000,201.797925,NA
"571","SAOLA","2017-10-28",26.6,128.2,60,975,9,NA
"572","ALBERTO","2018-05-28",30.3,-86,40,992,217.733349576,NA
"573","AMPIL","2018-07-20",26.6,128.3,50,985,0,NA
"574","JONGDARI","2018-07-28",34.5,136.7,65,970,0.5,NA
"575","JONGDARI","2018-07-29",33.8,131.2,40,992,52,NA
"576","LEEPI","2018-08-14",32.4,131.9,40,998,4.5,NA
"577","CIMARON","2018-08-23",33.8,134.6,75,970,18,NA
"578","SOULIK","2018-08-23",32.3,126,77.7536,955,265.4,NA
"579","GORDON","2018-09-03",25,-80.5,45,1006,312.4399827,NA
"580","GORDON","2018-09-03",25.2,-80.9,45,1006,105.770004699,NA
"581","JEBI","2018-09-04",33.3,134.2,85,950,41,NA
"582","GORDON","2018-09-05",30.4,-88.5,60,996,166.309984671,NA
"583","FLORENCE","2018-09-14",34.2,-77.8,80,956,365.7699846,6
"584","KIRK","2018-09-28",13.8,-60.9,45,1002,20.1399978924,NA
"585","KONG-REY","2018-09-30",15,137.2,68.0344,970,NA,NA
"586","TRAMI","2018-09-30",33.8,135.5,80,960,47,NA
"587","MICHAEL","2018-10-10",30,-85.5,140,919,625.9199708988,NA
"588","BARRY","2019-07-13",29.6,-92.2,65,993,30.389999979,4
"589","NARI","2019-07-26",34.1,136.3,35,1000,0,NA
"590","FRANCISCO","2019-08-01",18.4,154,23.32608,1004,NA,NA
"591","FRANCISCO","2019-08-02",21.8,151.2,36.93296,998,NA,NA
"592","FRANCISCO","2019-08-03",26.3,146.1,40.82064,994,NA,NA
"593","FRANCISCO","2019-08-04",29.5,140.1,46.65216,990,NA,NA
"594","FRANCISCO","2019-08-05",31.9,131.5,70,970,NA,NA
"595","FRANCISCO","2019-08-06",31.8,131.8,62.20288,975,NA,NA
"596","FRANCISCO","2019-08-07",36.7,128.7,29.1576,1000,NA,NA
"597","KROSA","2019-08-15",33.4,132.3,50,975,101.5,NA
"598","DORIAN","2019-08-27",13.1,-59.4,45,1005,NA,NA
"599","DORIAN","2019-08-27",14,-60.9,45,1005,156.5500104,NA
"600","DORIAN","2019-08-28",17.8,-64.6,65,995,142.15998927,NA
"601","DORIAN","2019-08-28",18.4,-65.1,70,993,NA,NA
"602","DORIAN","2019-09-01",26.5,-77,160,910,875.790005997,NA
"603","DORIAN","2019-09-02",26.6,-77.8,155,914,597.3199809,NA
"604","FERNAND","2019-09-04",24.2,-97.7,40,1003,289.7399776992,NA
"605","DORIAN","2019-09-06",35.2,-75.6,85,956,144.7800039,NA
"606","FAXAI","2019-09-08",35.1,139.5,80,960,NA,NA
"607","IMELDA","2019-09-17",28.9,-95.4,40,1003,NA,NA
"608","KAREN","2019-09-24",18.1,-65.4,40,1004,NA,NA
"609","KAREN","2019-09-24",18.3,-65.3,40,1004,83.609998437,NA
"610","HAGIBIS","2019-10-12",34.6,138.7,80,955,79.5,NA
