"Name","Time","Latitude","Longitude","MaxWindSpeed","CentPressure","Rainfall","Surge"
"385","MATTHEW",2016-10-07,26.7,-79,115,937,345.931936893,5.85
"386","MATTHEW",2016-10-08,33,-79.5,75,967,264.800004393,5.85
"387","OTTO",2016-11-24,11,-83.8,100,975,434.0951465922,NA
"388","BRET",2017-06-20,10.1,-61.1,45,1008,NA,NA
"389","BRET",2017-06-20,10.6,-62.6,45,1008,NA,NA
"390","CINDY",2017-06-22,29.8,-93.7,45,991,340.969464024,NA
"391","EMILY",2017-07-31,27.5,-82.7,50,1001,367.0444623441,15
"392","FRANKLIN",2017-08-08,19.1,-87.6,50,995,NA,NA
"393","FRANKLIN",2017-08-10,20,-96.6,70,990,106.239585669,NA
"394","HARVEY",2017-08-18,13.1,-59.6,40,1004,NA,NA
"395","HARVEY",2017-08-18,13.2,-61.2,40,1004,498.045846642,NA
"396","HARVEY",2017-08-26,28,-96.9,115,937,257.6444472,NA
"397","HARVEY",2017-08-26,28.2,-97.1,105,948,213.3812574,NA
"398","HARVEY",2017-08-30,29.8,-93.5,40,991,135.069443745,NA
"399","IRMA",2017-09-06,17.7,-61.8,155,914,608.842420404,NA
"400","IRMA",2017-09-06,18.1,-63.1,155,914,NA,NA
"401","IRMA",2017-09-06,18.5,-64.4,155,915,224.258336304,NA
"402","IRMA",2017-09-08,21.5,-73,135,924,744.175032012,NA
"403","IRMA",2017-09-09,22.3,-77.9,145,924,306.577785,NA
"404","IRMA",2017-09-10,24.7,-81.5,115,931,282.015980145,NA
"405","IRMA",2017-09-10,25.9,-81.7,100,936,125.839587342,NA
"406","KATIA",2017-09-09,20.6,-97.1,65,990,NA,NA
"407","MARIA",2017-09-19,15.4,-61.3,145,922,450.6222123,NA
"408","MARIA",2017-09-20,18,-65.9,135,920,442.313852076,NA
"409","NATE",2017-10-05,13.9,-83.5,35,999,40.6937535,NA
"410","NATE",2017-10-08,29.1,-89.2,75,983,37.374999,NA
"411","NATE",2017-10-08,30.4,-89,65,984,123.3625026,NA
"412","OPHELIA",2017-10-16,51.9,-10.4,70,957,NA,NA
"413","PHILIPPE",2017-10-28,22.2,-81.6,35,1000,201.797925,NA
"414","ALBERTO",2018-05-28,30.3,-86,40,992,217.733349576,NA
"415","FLORENCE",2018-09-14,34.2,-77.8,80,956,365.7699846,6
"416","GORDON",2018-09-03,25,-80.5,45,1006,312.4399827,NA
"417","GORDON",2018-09-03,25.2,-80.9,45,1006,105.770004699,NA
"418","GORDON",2018-09-05,30.4,-88.5,60,996,166.309984671,NA
"419","KIRK",2018-09-28,13.8,-60.9,45,1002,20.1399978924,NA
"420","MICHAEL",2018-10-10,30,-85.5,140,919,625.9199708988,NA
"421","BARRY",2019-07-13,29.6,-92.2,65,993,30.389999979,4
"422","DORIAN",2019-08-27,13.1,-59.4,45,1005,NA,NA
"423","DORIAN",2019-08-27,14,-60.9,45,1005,156.5500104,NA
"424","DORIAN",2019-08-28,17.8,-64.6,65,995,142.15998927,NA
"425","DORIAN",2019-08-28,18.4,-65.1,70,993,NA,NA
"426","DORIAN",2019-09-01,26.5,-77,160,910,875.790005997,NA
"427","DORIAN",2019-09-02,26.6,-77.8,155,914,597.3199809,NA
"428","DORIAN",2019-09-06,35.2,-75.6,85,956,144.7800039,NA
"429","FERNAND",2019-09-04,24.2,-97.7,40,1003,289.7399776992,NA
"430","IMELDA",2019-09-17,28.9,-95.4,40,1003,NA,NA
"431","KAREN",2019-09-24,18.1,-65.4,40,1004,NA,NA
"432","KAREN",2019-09-24,18.3,-65.3,40,1004,83.609998437,NA
"2100","RAMMASUN",2002-06-29,11.3,136.2,38.8768,996,0,NA
"3100","RAMMASUN",2002-06-30,13.3,134.6,50.53984,985,1.5,NA
"433","RAMMASUN",2002-07-01,16.2,132.7,60.25904,975,22,NA
"510","RAMMASUN",2002-07-02,20.2,128.8,69.97824,965,18,NA
"710","RAMMASUN",2002-07-04,25.6,124.8,85.52896,945,14,NA
"810","RAMMASUN",2002-07-05,29.8,124.2,73.86592,955,215,NA
"910","RAMMASUN",2002-07-06,34.5,125.2,48.596,980,2,NA
"1010","RUSA",2002-08-23,16.5,161,34.98912,1000,13,NA
"1110","RUSA",2002-08-24,19.1,156,50.53984,985,6.5,NA
"1210","RUSA",2002-08-25,21.1,150.8,60.25904,975,NA,NA
"1310","RUSA",2002-08-26,22.6,145.6,77.7536,955,NA,NA
"1410","RUSA",2002-08-27,23.7,140.5,75.80976,955,NA,NA
"1510","RUSA",2002-08-28,25.1,136.5,75.80976,955,0,NA
"1710","RUSA",2002-08-30,28.8,128.8,69.97824,950,65.5,NA
"1810","RUSA",2002-08-31,31.6,127.6,69.97824,955,126,NA
"1910","RUSA",2002-09-01,35.9,127.6,46.65216,980,0.5,NA
"2010","MAEMI",2003-09-06,16,141.5,34.98912,996,NA,7.55
"2110","MAEMI",2003-09-07,18.9,136.9,40.82064,992,NA,7.55
"2210","MAEMI",2003-09-08,20.1,132.9,60.25904,975,0.5,7.55
"2310","MAEMI",2003-09-09,22.4,129.4,79.69744,950,12.5,7.55
"2510","MAEMI",2003-09-11,25.3,125.1,104.96736,910,34.5,7.55
"2610","MAEMI",2003-09-12,28.5,125.8,89.41664,935,231.5,7.55
"2710","MAEMI",2003-09-13,35.8,128.7,69.97824,960,0.4,7.55
"2810","MAEMI",2003-09-14,46,144,NA,984,NA,7.55
"3910","NARI",2007-09-13,23.2,132,44.70832,992,0.1,NA
"4010","NARI",2007-09-14,25.7,127.2,89.41664,945,83,NA
"4110","NARI",2007-09-15,26.7,126.5,93.30432,940,87,NA
"4210","NARI",2007-09-16,30.4,126.2,83.58512,950,420,NA
"441","DIANMU",2010-08-08,23.6,125.1,40.82064,994,NA,NA
"451","DIANMU",2010-08-09,27.1,125.6,52.48368,985,1.5,NA
"461","DIANMU",2010-08-10,31.1,125.1,60.25904,980,59,NA
"471","DIANMU",2010-08-11,33.7,126.3,52.48368,985,17.5,NA
"491","KOMPASU",2010-08-29,21.2,134.4,34.98912,1000,17,NA
"501","KOMPASU",2010-08-30,23.8,131.2,60.25904,980,5.5,NA
"521","KOMPASU",2010-09-01,30.4,125.2,77.7536,960,57.5,NA
"531","KOMPASU",2010-09-02,35.3,125,73.86592,970,54,NA
"541","KOMPASU",2010-09-03,41.2,134.5,NA,1008,NA,NA
"661","TEMBIN",2012-08-26,21,116.8,69.97824,970,0.7,NA
"721","SANBA",2012-09-11,11.4,133.4,36.93296,996,0,NA
"731","SANBA",2012-09-12,13.6,130.6,60.25904,980,NA,NA
"741","SANBA",2012-09-13,16.3,129.6,97.192,930,2.5,NA
"751","SANBA",2012-09-14,19.1,129.8,108.85504,910,1.7,NA
"771","SANBA",2012-09-16,25.6,128.2,93.30432,935,193.2,NA
"781","SANBA",2012-09-17,31.4,127.8,91.36048,940,206,NA
"791","SANBA",2012-09-18,40.5,130.6,40.82064,994,NA,NA
"801","CHABA",2016-09-26,15.8,158.1,29.1576,1008,3,5.15
"811","CHABA",2016-09-27,14.7,153.1,29.1576,1006,3.5,5.15
"821","CHABA",2016-09-28,14.5,146.8,38.8768,996,61.8,5.15
"831","CHABA",2016-09-29,14.2,140.6,44.70832,992,24.2,5.15
"841","CHABA",2016-09-30,13.5,138,46.65216,990,21,5.15
"851","CHABA",2016-10-01,17.7,133.3,62.20288,975,5,5.15
"861","CHABA",2016-10-02,21.8,129.3,87.4728,945,0,5.15
"871","CHABA",2016-10-03,25.8,126.7,97.192,930,0,5.15
"881","CHABA",2016-10-04,26.8,126.4,97.192,930,16.6,5.15
"891","CHABA",2016-10-05,31.9,126,83.58512,950,158.5,5.15
"901","CHABA",2016-10-06,42.2,141.8,NA,994,NA,5.15
"981","SOULIK",2018-08-23,32.3,126,77.7536,955,265.4,NA
"1031","KONG-REY",2018-09-30,15,137.2,68.0344,970,NA,NA
"1111","FRANCISCO",2019-08-01,18.4,154,23.32608,1004,NA,NA
"1121","FRANCISCO",2019-08-02,21.8,151.2,36.93296,998,NA,NA
"1131","FRANCISCO",2019-08-03,26.3,146.1,40.82064,994,NA,NA
"1141","FRANCISCO",2019-08-04,29.5,140.1,46.65216,990,NA,NA
"1161","FRANCISCO",2019-08-06,31.8,131.8,62.20288,975,NA,NA
"1171","FRANCISCO",2019-08-07,36.7,128.7,29.1576,1000,NA,NA
"1100","PABUK",2001-08-21,33.5,135.5,55,970,41.5,NA
"2101","PABUK",2001-08-22,34.8,138.8,45,982,13,NA
"3101","NARI",2001-09-06,26.1,127.6,50,985,0,NA
"434","NARI",2001-09-07,26.3,127.8,60,975,1,NA
"511","DANAS",2001-09-11,35.2,139.5,55,970,99.5,NA
"610","NARI",2001-09-12,26.4,126.8,60,975,NA,NA
"711","NOGURI",2002-06-09,24.6,125.3,60,975,0,NA
"812","RAMMASUN",2002-07-03,24.7,125.3,85,945,NA,NA
"911","CHATAAN",2002-07-10,34.9,139.7,55,970,27,NA
"1011","CHATAAN",2002-07-11,43,144.5,45,980,0,NA
"1112","HALONG",2002-07-14,26.2,127.6,70,960,0,NA
"1211","HALONG",2002-07-16,34.6,138.7,60,975,13.5,NA
"1311","FENGSHEN",2002-07-25,30.3,130.9,55,970,0,NA
"1411","PHANFONE",2002-08-19,32.9,139.9,65,965,2.5,NA
"1511","RUSA",2002-08-29,28.4,129.6,75,950,9.5,NA
"1610","SINLAKU",2002-09-03,25.7,131.3,75,960,NA,NA
"1711","SINLAKU",2002-09-04,26.2,127.9,80,955,0,NA
"1811","HIGOS",2002-10-01,35.3,139.6,70,960,26.5,NA
"1911","LINFA",2003-05-30,33.2,132.3,45,985,1,NA
"2011","SOUDELOR",2003-06-17,24.2,123.8,65,968,7.5,NA
"2111","SOUDELOR",2003-06-19,34.2,129.2,60,975,0,NA
"2211","ETAU",2003-08-07,28.1,129.2,85,945,18,NA
"2311","ETAU",2003-08-08,33.2,134,75,950,13,NA
"2410","ETAU",2003-08-09,41.9,142.8,40,985,42.5,NA
"2511","MAEMI",2003-09-10,24.8,125.4,105,910,12,7.55
"2611","CHOI-WAN",2003-09-19,28.1,129.2,60,975,0,NA
"2711","CONSON",2004-06-11,33.3,134.1,35,994,23,NA
"2811","DIANMU",2004-06-21,33.1,133.9,70,965,44,NA
"2910","NAMTHEUN",2004-07-31,33.1,133.2,65,980,2.5,NA
"3010","MALOU",2004-08-04,33.6,134.7,40,996,21,NA
"3110","MEGI",2004-08-19,40.9,140.2,60,980,0,NA
"3210","CHABA",2004-08-30,31.5,130.2,80,950,9,5.15
"3310","CHABA",2004-08-31,41.4,140.5,60,975,1.5,5.15
"3410","SONGDA",2004-09-05,26.4,128.1,95,925,3.5,NA
"3510","SONGDA",2004-09-07,32.7,129.6,75,945,0,NA
"3610","MEARI",2004-09-28,31.5,130.2,60,970,3,NA
"3710","MEARI",2004-09-29,32.9,132.7,55,980,96,NA
"3810","MA-ON",2004-10-09,34.8,138.8,80,950,10.5,NA
"3911","TOKAGE",2004-10-20,32.8,132.9,75,955,155,NA
"4011","BANYAN",2005-07-26,35.1,140.2,45,978,11,NA
"4111","MATSA",2005-08-04,24.3,124.3,80,955,NA,NA
"4211","MAWAR",2005-08-25,35.1,139.5,65,975,0,NA
"435","NABI",2005-09-06,32.5,130.2,70,960,1.5,NA
"442","NABI",2005-09-07,44.5,141.5,50,985,6.5,NA
"452","MARIA",2006-08-08,34.2,139.1,50,992,0,NA
"462","WUKONG",2006-08-17,31.8,131.5,45,980,0,NA
"472","SHANSHAN",2006-09-15,24.3,123.9,110,919,NA,NA
"481","SHANSHAN",2006-09-17,32.9,129.8,80,950,0,NA
"492","MAN-YI",2007-07-14,31.2,130.5,75,945,45.5,NA
"502","USAGI",2007-08-02,32.3,131.7,80,960,0,NA
"512","USAGI",2007-08-04,41.1,140.4,35,998,NA,NA
"522","FITOW",2007-09-06,34.4,138.8,65,970,0,NA
"532","FITOW",2007-09-07,41.6,140.7,45,992,0,NA
"542","WIPHA",2007-09-17,24.2,123.9,100,925,0,NA
"551","MELOR",2009-10-07,34.2,136.9,75,955,48.5,NA
"561","DIANMU",2010-08-12,39.5,140.1,40,994,21.5,NA
"571","KOMPASU",2010-08-31,26.6,128.1,80,960,NA,NA
"581","MALOU",2010-09-07,34.4,129.2,45,996,0,NA
"591","MALOU",2010-09-08,35.6,136,35,1004,1.5,NA
"601","MA-ON",2011-07-19,33.6,134.3,75,960,20.5,NA
"611","MA-ON",2011-07-20,33.5,135.6,55,980,0,NA
"621","MUIFA",2011-08-05,26.3,126.8,80,950,31.5,NA
"631","TALAS",2011-09-03,33.6,133.9,50,984,51,NA
"641","ROKE",2011-09-21,34.7,137.6,80,950,44,NA
"651","GUCHOL",2012-06-19,33.4,135.5,70,960,20,NA
"662","DAMREY",2012-08-01,30.4,130.5,55,975,0,13.12
"671","BOLAVEN",2012-08-26,26.6,128,85,930,NA,NA
"681","SANBA",2012-09-15,26.6,128.2,90,935,36.5,NA
"691","JELAWAT",2012-09-30,33.5,135.7,70,965,66,NA
"701","TORAJI",2013-09-03,31.4,130.5,50,985,11.5,NA
"712","MAN-YI",2013-09-15,34.5,137.3,60,965,102.5,NA
"722","DANAS",2013-10-08,34.5,129.5,55,980,0,NA
"732","NEOGURI",2014-07-09,32.1,130,50,980,0,NA
"742","NEOGURI",2014-07-10,33.5,135.3,50,985,7.5,NA
"752","HALONG",2014-08-09,33.5,133.8,70,965,125.5,NA
"761","HALONG",2014-08-10,34.5,134.5,65,975,79.5,NA
"772","PHANFONE",2014-10-05,34.7,137.7,65,965,2,NA
"782","PHANFONE",2014-10-06,34.9,138.5,65,965,14.5,NA
"792","VONGFONG",2014-10-11,26.4,128,80,950,NA,NA
"802","VONGFONG",2014-10-12,31.1,130,65,970,0.5,NA
"813","VONGFONG",2014-10-13,32.9,132.4,60,975,71,NA
"822","NANGKA",2015-07-16,33.4,134.1,65,965,155.5,NA
"832","HALOLA",2015-07-26,33,129.7,40,996,NA,NA
"842","GONI",2015-08-23,24.3,123.9,90,940,NA,NA
"852","GONI",2015-08-24,32,130.1,85,945,0,NA
"862","ETAU",2015-09-09,34.5,137.1,45,990,37,NA
"872","CONSON",2016-08-14,43.3,145.5,40,988,7.5,NA
"882","CHANTHU",2016-08-17,41.8,143,55,980,0,NA
"892","KOMPASU",2016-08-21,42.9,144.1,35,1002,0,NA
"902","MINDULLE",2016-08-22,34.8,139.8,65,975,145.5,NA
"912","LIONROCK",2016-08-30,38.8,142,65,965,NA,NA
"921","NAMTHEUN",2016-09-04,32.8,129.7,35,1000,1,NA
"931","MALAKAS",2016-09-19,31.1,130.5,75,955,11,NA
"941","MALAKAS",2016-09-20,33.3,134.1,70,970,52,NA
"951","NANMADOL",2017-07-03,32.7,130,55,985,NA,NA
"961","NANMADOL",2017-07-04,33.2,132.3,50,990,14.5,NA
"971","NORU",2017-08-05,30.3,130.4,60,970,0,NA
"982","NORU",2017-08-06,30.7,130.9,60,970,NA,NA
"991","NORU",2017-08-07,33.3,134.2,60,970,83,NA
"1001","TALIM",2017-09-17,31,130.3,55,975,5,NA
"1012","LAN",2017-10-22,34.7,138.1,80,950,174,NA
"1021","SAOLA",2017-10-28,26.6,128.2,60,975,9,NA
"1032","AMPIL",2018-07-20,26.6,128.3,50,985,0,NA
"1041","JONGDARI",2018-07-28,34.5,136.7,65,970,0.5,NA
"1051","JONGDARI",2018-07-29,33.8,131.2,40,992,52,NA
"1061","LEEPI",2018-08-14,32.4,131.9,40,998,4.5,NA
"1071","CIMARON",2018-08-23,33.8,134.6,75,970,18,NA
"1081","JEBI",2018-09-04,33.3,134.2,85,950,41,NA
"1091","TRAMI",2018-09-30,33.8,135.5,80,960,47,NA
"1101","NARI",2019-07-26,34.1,136.3,35,1000,0,NA
"1113","FRANCISCO",2019-08-05,31.9,131.5,70,970,NA,NA
"1122","KROSA",2019-08-15,33.4,132.3,50,975,101.5,NA
"1132","FAXAI",2019-09-08,35.1,139.5,80,960,NA,NA
"1142","HAGIBIS",2019-10-12,34.6,138.7,80,955,79.5,NA
