"","X","h_name","h_id","datetime","lat","lon","radius","windspeed_max","pressure_min","wind_34_ne","wind_34_se","wind_34_sw","wind_50_ne","wind_50_se","wind_50_sw","wind_50_nw","wind_64_ne","wind_64_se","wind_64_sw","wind_64_nw","rainfall","year","name_lower"
"342",342,"KEITH","AL152000","2000-10-05 18:00:00","22.6N","97.9W",0,80,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2000","keith"
"343",343,"KIRK","AL122018","2018-09-28 00:00:00","13.8N","60.9W",130,45,1002,130,130,60,0,0,0,0,0,0,0,0,608.63,"2018","kirk"
"344",344,"KYLE","AL111996","1996-10-12 12:00:00","16.0N","88.1W",0,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1996","kyle"
"345",345,"KYLE","AL112008","2008-09-29 00:00:00","43.8N","66.2W",210,65,985,210,210,75,75,75,60,45,70,70,70,40,40.785,"2008","kyle"
"346",346,"KYLE","AL122002","2002-10-11 17:00:00","33.0N","79.5W",0,35,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","kyle"
"347",347,"KYLE","AL122002","2002-10-11 22:00:00","33.9N","78.4W",0,35,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","kyle"
"348",348,"LARRY","AL172003","2003-10-05 10:00:00","18.4N","93.5W",0,50,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2003","larry"
"349",349,"LEE","AL132011","2011-09-04 10:00:00","29.6N","92.1W",225,40,986,225,225,60,0,0,0,0,0,0,0,0,0,"2011","lee"
"350",350,"LENNY","AL161999","1999-11-17 18:00:00","17.4N","64.8W",0,135,933,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","lenny"
"351",351,"LENNY","AL161999","1999-11-18 18:00:00","18.0N","63.3W",0,110,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","lenny"
"352",352,"LENNY","AL161999","1999-11-19 00:00:00","18.1N","63.1W",0,85,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","lenny"
"353",353,"LENNY","AL161999","1999-11-19 06:00:00","18.0N","62.9W",0,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","lenny"
"354",354,"LENNY","AL161999","1999-11-20 00:00:00","17.3N","61.8W",0,55,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","lenny"
"355",355,"LILI","AL121996","1996-10-18 09:00:00","22.3N","82.0W",0,85,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1996","lili"
"356",356,"LILI","AL132002","2002-09-30 14:00:00","19.7N","79.8W",0,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","lili"
"357",357,"LILI","AL132002","2002-10-01 11:00:00","21.3N","83.0W",0,90,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","lili"
"358",358,"LILI","AL132002","2002-10-01 14:00:00","22.1N","84.0W",0,90,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","lili"
"359",359,"LILI","AL132002","2002-10-03 13:00:00","29.5N","92.2W",0,80,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","lili"
"360",360,"LORENZO","AL132007","2007-09-28 05:00:00","20.5N","97.0W",0,65,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2007","lorenzo"
"361",361,"LUIS","AL131995","1995-09-05 12:00:00","17.5N","61.7W",0,115,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","luis"
"362",362,"MARCO","AL132008","2008-10-07 12:00:00","19.9N","96.5W",15,55,998,15,15,15,5,5,0,0,0,0,0,0,248.231,"2008","marco"
"363",363,"MARIA","AL142011","2011-09-16 18:00:00","47.0N","53.5W",300,60,983,300,270,60,150,150,0,0,0,0,0,0,0.038,"2011","maria"
"364",364,"MARIA","AL152017","2017-09-19 01:00:00","15.4N","61.3W",110,145,922,110,110,90,40,40,30,40,25,25,25,25,0,"2017","maria"
"365",365,"MARIA","AL152017","2017-09-20 10:00:00","18.0N","65.9W",130,135,920,130,110,110,80,80,60,80,50,50,50,40,0,"2017","maria"
"366",366,"MARILYN","AL151995","1995-09-14 21:00:00","15.5N","61.3W",0,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","marilyn"
"367",367,"MATTHEW","AL142004","2004-10-10 11:00:00","29.2N","91.0W",0,35,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2004","matthew"
"368",368,"MATTHEW","AL142016","2016-10-04 11:00:00","18.3N","74.3W",170,130,935,170,150,100,70,70,50,60,35,35,35,30,0,"2016","matthew"
"369",369,"MATTHEW","AL142016","2016-10-05 00:00:00","20.1N","74.3W",160,115,949,160,150,100,70,70,50,60,40,40,40,40,643.547,"2016","matthew"
"370",370,"MATTHEW","AL142016","2016-10-07 00:00:00","26.7N","79.0W",170,115,937,170,150,120,70,70,50,60,50,50,50,40,629.612,"2016","matthew"
"371",371,"MATTHEW","AL142016","2016-10-08 15:00:00","33.0N","79.5W",190,75,967,190,160,140,70,70,60,30,30,30,30,0,0,"2016","matthew"
"372",372,"MATTHEW","AL152010","2010-09-24 19:00:00","14.7N","83.3W",150,50,998,150,30,120,45,45,0,0,0,0,0,0,0,"2010","matthew"
"373",373,"MATTHEW","AL152010","2010-09-25 15:00:00","16.5N","88.4W",120,35,1000,120,0,30,0,0,0,0,0,0,0,0,0,"2010","matthew"
"374",374,"MICHAEL","AL142018","2018-10-10 17:00:00","30.0N","85.5W",140,140,919,90,140,80,60,60,50,50,35,35,35,25,0,"2018","michael"
"375",375,"MICHELLE","AL152001","2001-11-04 18:00:00","21.5N","81.8W",0,120,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2001","michelle"
"376",376,"MICHELLE","AL152001","2001-11-04 23:00:00","22.1N","81.2W",0,115,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2001","michelle"
"377",377,"MICHELLE","AL152001","2001-11-05 12:00:00","24.3N","78.0W",0,80,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2001","michelle"
"378",378,"MICHELLE","AL152001","2001-11-05 18:00:00","25.4N","76.4W",0,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2001","michelle"
"379",379,"MITCH","AL131998","1998-10-29 12:00:00","15.9N","85.7W",0,70,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1998","mitch"
"380",380,"MITCH","AL131998","1998-11-04 02:00:00","20.1N","90.5W",0,35,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1998","mitch"
"381",381,"MITCH","AL131998","1998-11-05 11:00:00","26.2N","81.9W",0,50,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1998","mitch"
"382",382,"NATE","AL152011","2011-09-11 16:00:00","20.5N","97.0W",45,40,1006,45,45,45,0,0,0,0,0,0,0,0,0,"2011","nate"
"383",383,"NATE","AL162017","2017-10-05 12:00:00","13.9N","83.5W",40,35,999,40,40,0,0,0,0,0,0,0,0,0,200.173,"2017","nate"
"384",384,"NATE","AL162017","2017-10-08 00:00:00","29.1N","89.2W",110,75,983,110,100,70,50,50,0,20,30,30,30,0,31.423,"2017","nate"
"385",385,"NATE","AL162017","2017-10-08 05:00:00","30.4N","89.0W",100,65,984,90,100,70,40,40,0,0,25,25,25,0,0,"2017","nate"
"386",386,"NOEL","AL162007","2007-10-29 07:00:00","18.1N","72.5W",0,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2007","noel"
"387",387,"NOEL","AL162007","2007-10-30 06:00:00","21.1N","75.8W",175,50,997,175,150,100,30,30,0,30,0,0,0,0,52.242,"2007","noel"
"388",388,"NOEL","AL162007","2007-11-01 13:00:00","24.1N","77.9W",0,50,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2007","noel"
"389",389,"NOEL","AL162007","2007-11-01 17:00:00","25.0N","77.4W",0,55,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2007","noel"
"390",390,"ODETTE","AL202003","2003-12-06 23:00:00","17.8N","71.5W",0,50,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2003","odette"
"391",391,"OLGA","AL172007","2007-12-11 07:00:00","18.4N","66.5W",0,40,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2007","olga"
"392",392,"OLGA","AL172007","2007-12-11 18:00:00","18.5N","68.4W",225,50,1003,225,30,175,90,90,0,0,0,0,0,0,161.874,"2007","olga"
"393",393,"OPAL","AL171995","1995-10-04 22:00:00","30.3N","87.1W",0,100,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","opal"
"394",394,"OPHELIA","AL162005","2005-09-06 16:00:00","26.6N","78.3W",0,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,"2005","ophelia"
"395",395,"OPHELIA","AL172017","2017-10-16 11:00:00","51.9N","10.4W",240,70,957,150,240,210,70,70,120,80,30,30,30,30,0,"2017","ophelia"
"396",396,"OTTO","AL162016","2016-11-24 17:00:00","11.0N","83.8W",50,100,975,50,50,50,30,30,30,30,15,15,15,15,0,"2016","otto"
"397",397,"PALOMA","AL172008","2008-11-09 01:00:00","20.7N","78.0W",80,85,970,80,60,70,30,30,30,30,15,15,15,15,0,"2008","paloma"
"398",398,"PAULA","AL182010","2010-10-11 12:00:00","15.0N","83.2W",45,45,1004,30,30,45,0,0,0,0,0,0,0,0,396.817,"2010","paula"
"399",399,"PAULA","AL182010","2010-10-14 15:00:00","22.7N","83.9W",45,55,1000,45,45,40,20,20,20,15,0,0,0,0,0,"2010","paula"
"400",400,"PHILIPPE","AL182017","2017-10-28 22:00:00","22.2N","81.6W",120,35,1000,90,120,0,0,0,0,0,0,0,0,0,0,"2017","philippe"
"401",401,"RICHARD","AL192010","2010-10-25 00:00:00","17.2N","88.3W",90,85,977,90,60,60,30,30,20,30,15,15,15,15,558.564,"2010","richard"
"402",402,"RINA","AL182011","2011-10-28 02:00:00","20.5N","87.2W",60,50,996,60,60,40,20,20,0,0,0,0,0,0,0,"2011","rina"
"403",403,"RITA","AL182005","2005-09-24 07:00:00","29.7N","93.7W",0,100,937,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","rita"
"404",404,"ROXANNE","AL191995","1995-10-11 02:00:00","20.0N","87.6W",0,100,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","roxanne"
"405",405,"SANDY","AL182012","2012-10-24 19:00:00","17.9N","76.6W",180,75,971,150,180,70,50,50,40,40,25,25,25,25,0,"2012","sandy"
"406",406,"SANDY","AL182012","2012-10-25 05:00:00","20.0N","76.0W",240,100,954,240,240,120,50,50,40,40,30,30,30,25,0,"2012","sandy"
"407",407,"SANDY","AL182012","2012-10-29 23:00:00","39.4N","74.4W",490,70,945,460,370,490,180,180,80,50,70,70,70,0,0,"2012","sandy"
"408",408,"SIXTEEN","AL162008","2008-10-15 12:00:00","15.8N","84.5W",0,25,1005,0,0,0,0,0,0,0,0,0,0,0,25.91,"2008","sixteen"
"409",409,"STAN","AL202005","2005-10-02 10:00:00","19.6N","87.5W",0,35,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","stan"
"410",410,"STAN","AL202005","2005-10-04 12:00:00","18.6N","94.9W",90,70,977,90,75,75,45,45,30,30,15,15,15,15,248.899,"2005","stan"
"411",411,"TAMMY","AL222005","2005-10-05 23:00:00","30.4N","81.4W",0,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","tammy"
"412",412,"TEN","AL102007","2007-09-22 00:00:00","30.4N","86.7W",0,25,1006,0,0,0,0,0,0,0,0,0,0,0,56.319,"2007","ten"
"413",413,"TOMAS","AL212010","2010-10-30 09:00:00","13.0N","59.5W",90,60,997,90,50,90,30,30,0,30,0,0,0,0,0,"2010","tomas"
"414",414,"TOMAS","AL212010","2010-10-30 20:00:00","13.4N","61.2W",120,85,987,120,60,90,50,50,20,40,20,20,20,0,0,"2010","tomas"
"415",415,"TOMAS","AL212010","2010-11-06 07:00:00","21.7N","71.6W",100,60,992,100,100,50,40,40,20,30,0,0,0,0,0,"2010","tomas"
"416",416,"TWO","AL022010","2010-07-08 14:00:00","26.1N","97.1W",0,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,"2010","two"
"417",417,"UNNAMED","AL021994","1994-07-20 14:00:00","33.2N","79.2W",0,30,1015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1994","unnamed"
"418",418,"UNNAMED","AL021999","1999-07-03 04:00:00","20.5N","97.0W",0,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","unnamed"
"419",419,"UNNAMED","AL031987","1987-08-10 06:00:00","29.5N","94.5W",0,40,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1987","unnamed"
"420",420,"UNNAMED","AL051994","1994-08-31 06:00:00","22.4N","98.0W",0,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1994","unnamed"
"421",421,"UNNAMED","AL061995","1995-08-06 23:00:00","21.5N","97.4W",0,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","unnamed"
"422",422,"UNNAMED","AL071999","1999-09-06 12:00:00","23.2N","97.7W",0,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","unnamed"
"423",423,"UNNAMED","AL072003","2003-07-26 06:00:00","31.5N","81.3W",0,25,1018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2003","unnamed"
"424",424,"UNNAMED","AL081994","1994-09-25 18:00:00","16.6N","88.4W",0,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1994","unnamed"
"425",425,"UNNAMED","AL092000","2000-09-09 10:00:00","29.9N","93.9W",0,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2000","unnamed"
"426",426,"UNNAMED","AL092001","2001-09-20 00:00:00","13.9N","83.5W",0,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2001","unnamed"
"427",427,"UNNAMED","AL121991","1991-11-02 14:00:00","44.6N","63.5W",0,45,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1991","unnamed"
"428",428,"UNNAMED","AL142002","2002-10-16 16:00:00","22.0N","80.7W",0,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","unnamed"
"429",429,"VINCE","AL242005","2005-10-11 09:00:00","37.2N","7.1W",0,30,1002,0,0,0,0,0,0,0,0,0,0,0,0,"2005","vince"
"430",430,"WILMA","AL252005","2005-10-21 21:00:00","20.6N","86.8W",0,130,927,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","wilma"
"431",431,"WILMA","AL252005","2005-10-22 03:00:00","20.8N","86.9W",0,115,933,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","wilma"
"432",432,"WILMA","AL252005","2005-10-24 10:00:00","25.9N","81.7W",0,105,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","wilma"
