"","date","hours","id","status","lat","lon","windspeed_max","pressure_min","wind_34_ne","wind_34_se","wind_34_sw","wind_34_nw","wind_50_ne","wind_50_se","wind_50_sw","wind_50_nw","wind_64_ne","wind_64_se","wind_64_sw","wind_64_nw","h_name"
"550","19810809","1800","","TS","13.5N","45.0W","40","1001","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"551","19810810","0000","","TS","13.5N","47.0W","40","1001","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"552","19810810","0600","","TS","13.5N","49.0W","40","1002","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"553","19810810","1200","","TS","13.5N","51.0W","40","1004","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"554","19810810","1800","","TS","13.6N","52.9W","35","1006","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"555","19810811","0000","","TD","13.8N","54.9W","30","1007","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"556","19810811","0600","","TD","14.0N","56.5W","30","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"557","19810811","1200","","TD","14.3N","58.3W","30","1009","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"558","19810811","1800","","TD","14.6N","60.1W","30","1010","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"559","19810812","0000","","TD","14.9N","61.9W","25","1010","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"560","19810812","0600","","TD","15.2N","63.8W","25","1011","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"561","19810812","1200","","TD","15.4N","65.7W","25","1011","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"562","19810812","1800","","TD","15.6N","67.6W","25","1011","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"563","19810813","0000","","WV","15.8N","69.5W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"564","19810813","0600","","WV","15.9N","71.2W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"565","19810813","1200","","WV","16.1N","72.8W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"566","19810813","1800","","WV","16.4N","74.4W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"567","19810814","0000","","WV","16.8N","75.7W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"568","19810814","0600","","WV","17.4N","77.0W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"569","19810814","1200","","WV","18.0N","78.0W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"570","19810814","1800","","WV","18.8N","78.8W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"571","19810815","0000","","WV","19.5N","79.5W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"572","19810815","0600","","WV","20.3N","80.0W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"573","19810815","1200","","WV","21.0N","80.5W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"574","19810815","1800","","TD","21.7N","80.8W","30","1007","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"575","19810816","0000","","TS","22.4N","81.0W","35","1005","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"576","19810816","0600","","TS","23.0N","81.2W","35","1003","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"577","19810816","1200","","TS","23.8N","81.4W","35","1001","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"578","19810816","1800","","TS","24.5N","81.3W","35","1000","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"579","19810817","0000","","TS","24.9N","81.3W","35","998","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"580","19810817","0600","","TS","25.2N","81.2W","35","999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"581","19810817","1200","","TS","25.8N","81.2W","35","999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"582","19810817","1800","","TS","26.2N","81.2W","35","1001","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"583","19810818","0000","","TS","26.5N","81.2W","35","1003","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"584","19810818","0600","","TS","26.8N","81.1W","35","1004","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"585","19810818","1200","","TS","27.2N","81.0W","35","1005","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"586","19810818","1800","","TS","27.6N","81.0W","35","1005","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"587","19810819","0000","","TS","28.7N","80.8W","35","1004","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"588","19810819","0600","","TS","29.7N","80.8W","40","1003","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"589","19810819","1200","","TS","31.0N","80.8W","40","1002","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"590","19810819","1800","","TS","32.2N","79.9W","45","1001","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"591","19810820","0000","","TS","33.4N","78.8W","50","999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"592","19810820","0600","","TS","34.7N","77.0W","55","998","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"593","19810820","1200","","TS","35.5N","75.2W","60","997","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"594","19810820","1800","","HU","36.3N","73.0W","65","995","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"595","19810821","0000","","HU","37.1N","70.4W","70","995","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"596","19810821","0600","","TS","37.8N","68.0W","55","998","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"597","19810821","1200","","TS","38.1N","65.4W","45","1000","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"598","19810821","1800","","TS","38.4N","62.8W","40","1003","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"599","19810822","0000","","EX","37.8N","59.7W","35","1005","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","DENNIS"
"600","19810817","0600","","TD","12.8N","33.0W","20","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"601","19810817","1200","","TD","13.0N","34.5W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"602","19810817","1800","","TD","13.3N","36.0W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"603","19810818","0000","","TD","13.6N","37.4W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"604","19810818","0600","","TD","13.8N","38.9W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"605","19810818","1200","","TD","14.0N","40.5W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"606","19810818","1800","","TD","14.0N","42.2W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"607","19810819","0000","","TD","14.0N","44.0W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"608","19810819","0600","","TD","13.9N","46.0W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"609","19810819","1200","","TD","13.8N","47.7W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"610","19810819","1800","","TD","13.6N","49.0W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"611","19810820","0000","","TD","13.4N","50.3W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"612","19810820","0600","","TD","13.1N","51.9W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"613","19810820","1200","","TD","13.0N","53.1W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"614","19810820","1800","","TD","12.5N","54.5W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"615","19810821","0000","","TD","12.0N","55.7W","20","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"616","19810821","0600","","TD","11.6N","56.9W","20","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"617","19810821","1200","","TD","11.0N","58.0W","20","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"618","19810821","1800","","TD","10.3N","59.1W","15","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"619","19810826","1800","","TD","20.7N","92.6W","20","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"620","19810827","0000","","TD","21.0N","93.6W","20","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"621","19810827","0600","","TD","21.2N","94.2W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"622","19810827","1200","","TD","21.6N","95.0W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"623","19810827","1800","","TD","22.0N","95.9W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"624","19810828","0000","","TD","22.3N","96.7W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"625","19810828","0600","","TD","22.8N","97.2W","30","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"626","19810828","1200","","TD","23.0N","98.0W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"627","19810828","1800","","TD","24.0N","98.2W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"628","19810829","0000","","TD","24.7N","98.6W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"629","19810829","0600","","TD","25.2N","98.8W","25","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"630","19810829","1200","","TD","26.0N","99.0W","-99","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","UNNAMED"
"631","19810831","1200","","SD","29.8N","72.7W","30","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"632","19810831","1800","","SD","29.9N","71.2W","30","1006","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"633","19810901","0000","","SS","29.9N","69.7W","35","1004","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"634","19810901","0600","","SS","30.1N","68.4W","40","1000","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"635","19810901","1200","","TS","30.4N","67.3W","40","996","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"636","19810901","1800","","TS","31.3N","66.6W","45","994","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"637","19810902","0000","","TS","31.9N","65.9W","50","992","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"638","19810902","0600","","TS","32.6N","65.1W","50","990","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"639","19810902","1200","","TS","33.3N","64.4W","50","988","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"640","19810902","1800","","TS","34.1N","64.1W","55","986","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"641","19810903","0000","","TS","35.0N","64.0W","55","984","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"642","19810903","0600","","TS","36.0N","65.0W","60","982","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"643","19810903","1200","","TS","35.0N","65.8W","60","980","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"644","19810903","1800","","TS","34.2N","65.0W","60","978","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"645","19810904","0000","","HU","34.6N","63.6W","65","976","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"646","19810904","0600","","HU","35.3N","62.7W","70","974","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"647","19810904","1200","","HU","36.2N","61.9W","70","972","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"648","19810904","1800","","HU","37.1N","61.2W","70","971","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"649","19810905","0000","","HU","38.2N","60.9W","75","970","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"650","19810905","0600","","HU","38.6N","60.8W","75","968","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"651","19810905","1200","","HU","39.0N","60.8W","75","967","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"652","19810905","1800","","HU","39.4N","59.9W","80","966","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"653","19810906","0000","","HU","39.9N","59.0W","80","967","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"654","19810906","0600","","HU","40.3N","58.4W","80","968","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"655","19810906","1200","","HU","40.8N","58.0W","80","970","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"656","19810906","1800","","HU","41.2N","57.4W","75","971","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"657","19810907","0000","","HU","41.6N","56.8W","75","972","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"658","19810907","0600","","HU","41.9N","55.9W","70","974","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"659","19810907","1200","","HU","42.0N","55.0W","70","976","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"660","19810907","1800","","HU","42.3N","54.1W","65","978","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"661","19810908","0000","","TS","42.7N","53.4W","60","982","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"662","19810908","0600","","TS","42.9N","52.5W","60","984","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"663","19810908","1200","","TS","42.2N","51.9W","55","986","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"664","19810908","1800","","TS","41.7N","51.2W","55","988","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"665","19810909","0000","","TS","41.0N","50.2W","55","990","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"666","19810909","0600","","TS","40.9N","49.1W","50","991","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"667","19810909","1200","","TS","40.9N","47.9W","50","992","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"668","19810909","1800","","TS","41.0N","46.9W","50","993","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"669","19810910","0000","","TS","41.2N","45.9W","45","995","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"670","19810910","0600","","TS","41.9N","45.1W","40","998","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"671","19810910","1200","","TS","42.5N","44.8W","40","1000","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"672","19810910","1800","","TS","42.7N","44.0W","40","1001","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"673","19810911","0000","","TS","42.2N","43.3W","40","1002","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"674","19810911","0600","","TS","42.1N","42.7W","35","1004","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"675","19810911","1200","","TS","42.2N","42.0W","35","1005","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"676","19810911","1800","","EX","42.3N","41.5W","30","1007","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"677","19810912","0000","","EX","42.7N","41.0W","30","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","EMILY"
"678","19810903","1200","","TD","16.2N","60.3W","20","1010","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"679","19810903","1800","","TD","16.7N","61.1W","20","1010","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"680","19810904","0000","","TD","17.3N","61.9W","20","1009","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"681","19810904","0600","","TD","18.0N","62.6W","20","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"682","19810904","1200","","TD","18.6N","63.3W","30","1006","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"683","19810904","1800","","TS","19.0N","64.0W","35","1004","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"684","19810905","0000","","TS","19.5N","64.7W","45","1002","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"685","19810905","0600","","TS","20.1N","65.5W","50","1000","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"686","19810905","1200","","TS","20.9N","66.2W","60","999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"687","19810905","1800","","HU","21.7N","67.1W","70","997","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"688","19810906","0000","","HU","22.6N","67.7W","80","994","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"689","19810906","0600","","HU","23.6N","68.6W","85","991","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"690","19810906","1200","","HU","24.5N","69.1W","90","988","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"691","19810906","1800","","HU","25.5N","69.1W","95","985","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"692","19810907","0000","","HU","26.4N","69.1W","100","981","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"693","19810907","0600","","HU","27.5N","68.9W","100","978","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"694","19810907","1200","","HU","28.4N","68.5W","100","975","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"695","19810907","1800","","HU","29.3N","67.8W","100","975","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"696","19810908","0000","","HU","29.9N","67.2W","95","989","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"697","19810908","0600","","HU","30.6N","66.5W","90","995","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"698","19810908","1200","","HU","31.4N","65.6W","85","998","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"699","19810908","1800","","TS","32.0N","64.7W","60","1003","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"700","19810909","0000","","TS","32.9N","63.0W","50","1005","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"701","19810909","0600","","TS","33.7N","60.7W","45","1007","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"702","19810909","1200","","TS","34.2N","58.5W","45","1007","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"703","19810909","1800","","TS","33.8N","56.3W","40","1007","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"704","19810910","0000","","TS","33.5N","54.0W","40","1007","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"705","19810910","0600","","TS","33.6N","51.3W","40","1007","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"706","19810910","1200","","TS","34.0N","48.7W","40","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"707","19810910","1800","","TS","34.0N","46.4W","40","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"708","19810911","0000","","TS","33.8N","44.1W","40","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"709","19810911","0600","","TS","34.5N","41.7W","40","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"710","19810911","1200","","TS","35.5N","39.7W","40","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"711","19810911","1800","","TS","36.6N","38.3W","40","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"712","19810912","0000","","TS","37.6N","36.9W","40","1009","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"713","19810912","0600","","TS","39.0N","35.2W","40","1009","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"714","19810912","1200","","TS","40.6N","33.4W","35","1009","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","FLOYD"
"715","19810907","0000","","TD","14.8N","54.0W","25","1013","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"716","19810907","0600","","TD","14.9N","55.7W","30","1012","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"717","19810907","1200","","TD","15.1N","57.4W","30","1012","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"718","19810907","1800","","TD","15.3N","59.0W","30","1010","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"719","19810908","0000","","TS","15.6N","60.6W","40","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"720","19810908","0600","","TS","16.1N","62.3W","45","1005","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"721","19810908","1200","","TS","16.8N","64.0W","50","1002","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"722","19810908","1800","","TS","17.8N","65.4W","50","1004","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"723","19810909","0000","","TS","18.9N","66.9W","45","1006","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"724","19810909","0600","","TS","19.6N","68.3W","40","1009","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"725","19810909","1200","","TS","20.3N","70.0W","35","1011","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"726","19810909","1800","","TS","21.3N","71.7W","35","1012","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"727","19810910","0000","","TS","22.1N","72.8W","40","1010","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"728","19810910","0600","","TS","22.7N","73.7W","50","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"729","19810910","1200","","TS","23.7N","74.5W","60","1001","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"730","19810910","1800","","HU","24.8N","74.4W","70","996","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"731","19810911","0000","","HU","26.3N","73.9W","80","993","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"732","19810911","0600","","HU","27.7N","73.0W","85","990","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"733","19810911","1200","","HU","29.0N","72.0W","90","988","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"734","19810911","1800","","HU","30.2N","70.9W","90","988","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"735","19810912","0000","","HU","31.5N","69.6W","90","989","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"736","19810912","0600","","HU","32.5N","68.5W","90","990","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"737","19810912","1200","","HU","33.4N","67.1W","85","992","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"738","19810912","1800","","HU","34.1N","65.6W","70","997","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"739","19810913","0000","","TS","34.9N","63.5W","60","1002","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"740","19810913","0600","","TS","35.8N","60.7W","55","1006","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"741","19810913","1200","","TS","36.8N","57.0W","50","1008","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"742","19810913","1800","","TS","37.7N","53.2W","45","1010","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
"743","19810914","0000","","TS","38.3N","49.4W","40","1010","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","GERT"
