"","h_name","h_id","datetime","lat","lon","radius","windspeed_max","pressure_min","wind_34_ne","wind_34_se","wind_34_sw","wind_50_ne","wind_50_se","wind_50_sw","wind_50_nw","wind_64_ne","wind_64_se","wind_64_sw","wind_64_nw","rainfall"
"1","ALBERTO","AL011982",1982-06-02,"21.7N","86.5W",0,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2
"2","ALBERTO","AL011982",1982-06-03,"22.6N","83.6W",0,75,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"3","ALBERTO","AL011982",1982-06-04,"24.8N","83.4W",0,65,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"4","ALBERTO","AL011982",1982-06-05,"25.1N","83.6W",0,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"5","ALBERTO","AL011982",1982-06-06,"25.5N","82.6W",0,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3
"6","ALBERTO","AL011988",1988-08-05,"32.0N","77.5W",0,20,1015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1
"7","ALBERTO","AL011988",1988-08-06,"32.8N","73.5W",0,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"8","ALBERTO","AL011988",1988-08-07,"38.7N","67.5W",0,35,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"9","ALBERTO","AL011988",1988-08-08,"45.0N","56.0W",0,35,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"10","ALBERTO","AL011994",1994-06-30,"21.6N","83.6W",0,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3
"11","ALBERTO","AL011994",1994-07-01,"21.5N","85.6W",0,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"12","ALBERTO","AL011994",1994-07-02,"23.7N","86.9W",0,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"13","ALBERTO","AL011994",1994-07-03,"27.7N","86.3W",0,55,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-5
"14","ALBERTO","AL011994",1994-07-04,"31.2N","85.2W",0,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"15","ALBERTO","AL011994",1994-07-05,"33.0N","84.6W",0,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"16","ALBERTO","AL011994",1994-07-06,"32.8N","84.4W",0,15,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"17","ALBERTO","AL011994",1994-07-07,"32.7N","86.3W",0,10,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"18","ALBERTO","AL012006",2006-06-10,"20.0N","85.0W",0,30,1003,0,0,0,0,0,0,0,0,0,0,0,NA
"19","ALBERTO","AL012006",2006-06-11,"22.5N","86.3W",200,40,1002,200,150,0,0,0,0,0,0,0,0,0,NA
"20","ALBERTO","AL012006",2006-06-12,"25.0N","85.4W",200,60,997,200,150,60,125,125,0,30,0,0,0,0,NA
"21","ALBERTO","AL012006",2006-06-13,"28.0N","83.5W",150,60,995,150,150,60,60,60,0,30,0,0,0,0,NA
"22","ALBERTO","AL012006",2006-06-14,"31.3N","77.5W",130,35,1001,130,125,0,0,0,0,0,0,0,0,0,NA
"23","ALBERTO","AL012006",2006-06-15,"37.0N","64.2W",425,55,971,200,425,90,0,0,60,0,0,0,0,0,NA
"24","ALBERTO","AL012006",2006-06-16,"44.0N","51.5W",425,55,969,300,425,90,0,0,60,0,0,0,0,0,NA
"25","ALBERTO","AL012006",2006-06-17,"50.8N","29.0W",350,40,995,250,350,0,0,0,0,0,0,0,0,0,NA
"26","ALBERTO","AL012006",2006-06-18,"54.5N","12.0W",0,30,995,0,0,0,0,0,0,0,0,0,0,0,NA
"27","ALBERTO","AL012006",2006-06-19,"56.5N","3.0W",0,30,999,0,0,0,0,0,0,0,0,0,0,0,NA
"28","ALBERTO","AL012012",2012-05-19,"32.3N","77.0W",40,45,997,40,0,40,0,0,0,0,0,0,0,0,NA
"29","ALBERTO","AL012012",2012-05-20,"31.1N","78.1W",60,50,995,40,20,60,0,0,0,20,0,0,0,0,NA
"30","ALBERTO","AL012012",2012-05-21,"30.4N","78.3W",60,35,1006,40,30,60,0,0,0,0,0,0,0,0,NA
"31","ALBERTO","AL012012",2012-05-22,"30.7N","73.4W",40,35,1007,40,30,0,0,0,0,0,0,0,0,0,NA
"32","ALBERTO","AL012012",2012-05-23,"34.1N","66.0W",0,25,1010,0,0,0,0,0,0,0,0,0,0,0,NA
"33","ALBERTO","AL012018",2018-05-25,"18.7N","86.5W",0,30,1006,0,0,0,0,0,0,0,0,0,0,0,NA
"34","ALBERTO","AL012018",2018-05-26,"18.9N","85.3W",120,35,1002,120,100,0,0,0,0,0,0,0,0,0,NA
"35","ALBERTO","AL012018",2018-05-27,"23.6N","84.3W",120,45,992,120,100,70,0,0,0,0,0,0,0,0,NA
"36","ALBERTO","AL012018",2018-05-28,"28.2N","85.8W",100,55,990,100,70,90,40,40,0,0,0,0,0,0,NA
"37","ALBERTO","AL012018",2018-05-29,"30.9N","86.1W",0,30,993,0,0,0,0,0,0,0,0,0,0,0,NA
"38","ALBERTO","AL012018",2018-05-30,"35.4N","87.0W",0,30,998,0,0,0,0,0,0,0,0,0,0,0,NA
"39","ALBERTO","AL012018",2018-05-31,"41.5N","83.3W",0,30,995,0,0,0,0,0,0,0,0,0,0,0,NA
"40","ALBERTO","AL032000",2000-08-03,"10.8N","18.0W",0,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1
"41","ALBERTO","AL032000",2000-08-04,"11.5N","20.1W",0,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"42","ALBERTO","AL032000",2000-08-05,"13.2N","26.7W",0,55,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"43","ALBERTO","AL032000",2000-08-06,"14.5N","33.2W",0,75,981,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"44","ALBERTO","AL032000",2000-08-07,"15.7N","38.1W",0,80,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"45","ALBERTO","AL032000",2000-08-08,"16.7N","43.6W",0,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"46","ALBERTO","AL032000",2000-08-09,"19.6N","47.2W",0,60,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"47","ALBERTO","AL032000",2000-08-10,"24.8N","52.6W",0,65,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"48","ALBERTO","AL032000",2000-08-11,"29.9N","57.7W",0,85,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"49","ALBERTO","AL032000",2000-08-12,"34.3N","53.8W",0,110,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"50","ALBERTO","AL032000",2000-08-13,"37.4N","46.3W",0,105,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"51","ALBERTO","AL032000",2000-08-14,"39.0N","39.3W",0,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"52","ALBERTO","AL032000",2000-08-15,"36.6N","38.5W",0,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"53","ALBERTO","AL032000",2000-08-16,"33.9N","39.4W",0,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"54","ALBERTO","AL032000",2000-08-17,"33.0N","43.5W",0,50,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"55","ALBERTO","AL032000",2000-08-18,"33.2N","46.5W",0,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"56","ALBERTO","AL032000",2000-08-19,"34.9N","48.1W",0,90,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"57","ALBERTO","AL032000",2000-08-20,"36.4N","47.7W",0,90,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"58","ALBERTO","AL032000",2000-08-21,"37.9N","46.7W",0,85,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"59","ALBERTO","AL032000",2000-08-22,"41.2N","42.1W",0,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"60","ALBERTO","AL032000",2000-08-23,"48.3N","34.0W",0,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"61","ALBERTO","AL032000",2000-08-24,"59.5N","20.0W",0,40,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"62","ALBERTO","AL032000",2000-08-25,"69.0N","12.5W",0,30,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2
"63","ALEX","AL011998",1998-07-27,"11.3N","25.4W",0,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2
"64","ALEX","AL011998",1998-07-28,"12.2N","29.2W",0,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"65","ALEX","AL011998",1998-07-29,"13.3N","36.8W",0,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"66","ALEX","AL011998",1998-07-30,"14.2N","42.6W",0,45,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"67","ALEX","AL011998",1998-07-31,"15.4N","47.1W",0,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"68","ALEX","AL011998",1998-08-01,"15.9N","51.7W",0,40,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"69","ALEX","AL011998",1998-08-02,"18.4N","56.5W",0,35,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"70","ALEX","AL012004",2004-07-31,"30.3N","78.3W",0,25,1010,0,0,0,0,0,0,0,0,0,0,0,NA
"71","ALEX","AL012004",2004-08-01,"31.0N","78.8W",50,35,1009,0,50,0,0,0,0,0,0,0,0,0,NA
"72","ALEX","AL012004",2004-08-02,"31.3N","78.7W",90,50,992,75,90,30,30,30,20,20,0,0,0,0,NA
"73","ALEX","AL012004",2004-08-03,"32.4N","75.2W",90,85,972,90,90,50,60,60,30,30,30,30,30,15,NA
"74","ALEX","AL012004",2004-08-04,"36.0N","68.3W",150,95,965,90,150,75,50,50,50,50,25,25,25,15,NA
"75","ALEX","AL012004",2004-08-05,"38.5N","55.0W",300,105,957,80,300,75,50,50,60,50,30,30,30,20,NA
"76","ALEX","AL012004",2004-08-06,"44.5N","32.7W",300,75,978,75,300,75,50,50,50,30,25,25,25,0,NA
"77","ALEX","AL012010",2010-06-24,"15.9N","82.0W",0,25,1007,0,0,0,0,0,0,0,0,0,0,0,NA
"78","ALEX","AL012010",2010-06-25,"16.0N","82.1W",0,30,1005,0,0,0,0,0,0,0,0,0,0,0,NA
"79","ALEX","AL012010",2010-06-26,"16.6N","83.9W",100,55,996,100,90,30,0,0,20,0,0,0,0,0,NA
"80","ALEX","AL012010",2010-06-27,"17.5N","88.2W",90,55,991,90,90,60,0,0,15,0,0,0,0,0,NA
"81","ALEX","AL012010",2010-06-28,"19.2N","91.1W",60,50,989,60,30,60,25,25,0,0,0,0,0,0,NA
"82","ALEX","AL012010",2010-06-29,"20.7N","91.7W",150,60,981,150,100,100,60,60,15,20,0,0,0,0,NA
"83","ALEX","AL012010",2010-06-30,"23.0N","94.4W",180,80,958,180,180,130,90,90,60,40,50,50,50,15,NA
"84","ALEX","AL012010",2010-07-01,"23.1N","100.7W",180,95,946,180,180,120,90,90,60,50,50,50,50,15,NA
"85","ALEX","AL012010",2010-07-02,"23.2N","101.9W",0,30,997,0,0,0,0,0,0,0,0,0,0,0,0.1
"86","ALEX","AL012016",2016-01-07,"26.6N","72.5W",250,55,987,250,130,190,0,0,70,70,0,0,0,0,NA
"87","ALEX","AL012016",2016-01-08,"31.4N","65.0W",400,55,986,400,200,240,0,0,0,50,0,0,0,0,NA
"88","ALEX","AL012016",2016-01-09,"34.0N","56.1W",400,60,985,400,200,300,150,150,0,150,0,0,0,0,NA
"89","ALEX","AL012016",2016-01-10,"32.1N","49.1W",400,65,979,400,200,300,180,180,90,160,60,60,60,0,NA
"90","ALEX","AL012016",2016-01-11,"30.0N","42.5W",400,55,980,400,240,400,240,240,70,240,0,0,0,0,NA
"91","ALEX","AL012016",2016-01-12,"25.0N","35.9W",400,50,985,400,100,400,240,240,70,240,0,0,0,0,NA
"92","ALEX","AL012016",2016-01-13,"25.4N","31.4W",120,50,988,100,120,100,0,0,0,0,0,0,0,0,NA
"93","ALEX","AL012016",2016-01-14,"27.9N","28.0W",150,75,981,150,150,100,40,40,30,40,20,20,20,0,NA
"94","ALEX","AL012016",2016-01-15,"33.9N","27.0W",420,70,984,420,420,150,270,270,30,40,20,20,20,0,NA
"95","ALEX","AL012016",2016-01-16,"45.1N","28.9W",420,55,979,420,420,420,300,300,0,240,0,0,0,0,NA
"96","ALEX","AL012016",2016-01-17,"57.0N","42.0W",600,70,978,480,0,600,300,300,0,360,0,0,0,300,4343.217
"97","ALICIA","AL031983",1983-08-15,"27.2N","90.5W",0,40,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2
"98","ALICIA","AL031983",1983-08-16,"27.0N","91.5W",0,60,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"99","ALICIA","AL031983",1983-08-17,"27.4N","93.3W",0,90,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"100","ALICIA","AL031983",1983-08-18,"28.4N","94.8W",0,100,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-5
"101","ALICIA","AL031983",1983-08-19,"31.5N","96.7W",0,35,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"102","ALICIA","AL031983",1983-08-20,"35.4N","99.0W",0,20,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"103","ALICIA","AL031983",1983-08-21,"40.0N","97.0W",0,20,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2
"104","ALLEN","AL041980",1980-07-31,"10.9N","30.0W",0,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2
"105","ALLEN","AL041980",1980-08-01,"10.7N","34.3W",0,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"106","ALLEN","AL041980",1980-08-02,"11.0N","42.8W",0,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"107","ALLEN","AL041980",1980-08-03,"12.4N","51.4W",0,95,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"108","ALLEN","AL041980",1980-08-04,"13.3N","59.1W",0,130,930,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"109","ALLEN","AL041980",1980-08-05,"14.8N","66.7W",0,155,911,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"110","ALLEN","AL041980",1980-08-06,"17.8N","73.8W",0,140,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"111","ALLEN","AL041980",1980-08-07,"20.1N","81.9W",0,165,899,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"112","ALLEN","AL041980",1980-08-08,"22.2N","87.9W",0,155,920,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"113","ALLEN","AL041980",1980-08-09,"24.5N","93.0W",0,155,909,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"114","ALLEN","AL041980",1980-08-10,"25.8N","96.8W",0,110,935,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"115","ALLEN","AL041980",1980-08-11,"27.7N","100.9W",0,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"116","ALLISON","AL011995",1995-06-03,"17.4N","84.3W",0,40,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"117","ALLISON","AL011995",1995-06-04,"22.0N","86.0W",0,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"118","ALLISON","AL011995",1995-06-05,"27.6N","83.8W",0,65,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-6
"119","ALLISON","AL011995",1995-06-06,"31.8N","78.1W",0,40,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"120","ALLISON","AL011995",1995-06-07,"35.6N","69.2W",0,45,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"121","ALLISON","AL011995",1995-06-08,"41.0N","61.2W",0,50,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"122","ALLISON","AL011995",1995-06-09,"46.5N","52.0W",0,40,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"123","ALLISON","AL011995",1995-06-10,"57.0N","52.0W",0,40,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"124","ALLISON","AL011995",1995-06-11,"65.0N","56.0W",0,35,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1
"125","ALLISON","AL012001",2001-06-05,"27.5N","95.0W",0,50,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3
"126","ALLISON","AL012001",2001-06-06,"29.3N","95.0W",0,45,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"127","ALLISON","AL012001",2001-06-07,"31.1N","94.9W",0,20,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"128","ALLISON","AL012001",2001-06-08,"30.2N","95.6W",0,20,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"129","ALLISON","AL012001",2001-06-09,"28.9N","95.6W",0,20,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"130","ALLISON","AL012001",2001-06-10,"28.6N","93.5W",0,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"131","ALLISON","AL012001",2001-06-11,"29.1N","88.4W",0,40,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-5
"132","ALLISON","AL012001",2001-06-12,"31.3N","83.6W",0,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"133","ALLISON","AL012001",2001-06-13,"33.1N","79.6W",0,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"134","ALLISON","AL012001",2001-06-14,"34.3N","77.6W",0,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"135","ALLISON","AL012001",2001-06-15,"34.6N","76.8W",0,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"136","ALLISON","AL012001",2001-06-16,"36.3N","75.5W",0,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"137","ALLISON","AL012001",2001-06-17,"37.8N","72.1W",0,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"138","ALLISON","AL012001",2001-06-18,"40.6N","64.6W",0,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"139","ALLISON","AL012001",2001-06-19,"43.5N","61.0W",0,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1
"140","ALLISON","AL021989",1989-06-24,"27.0N","96.0W",0,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1
"141","ALLISON","AL021989",1989-06-25,"27.0N","95.8W",0,30,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"142","ALLISON","AL021989",1989-06-26,"27.8N","95.7W",0,45,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-5
"143","ALLISON","AL021989",1989-06-27,"29.7N","94.6W",0,45,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"144","ALLISON","AL021989",1989-06-28,"30.6N","93.7W",0,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"145","ALLISON","AL021989",1989-06-29,"29.8N","94.2W",0,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"146","ALLISON","AL021989",1989-06-30,"29.6N","95.3W",0,20,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"147","ALLISON","AL021989",1989-07-01,"31.8N","93.8W",0,20,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3
"148","ALPHA","AL262005",2005-10-22,"15.8N","67.5W",40,35,1005,40,0,40,0,0,0,0,0,0,0,0,NA
"149","ALPHA","AL262005",2005-10-23,"17.3N","69.6W",45,45,998,45,20,45,0,0,0,0,0,0,0,0,NA
"150","ALPHA","AL262005",2005-10-24,"21.6N","70.8W",0,30,1004,0,0,0,0,0,0,0,0,0,0,0,NA
"151","ANA","AL011985",1985-07-15,"29.4N","64.2W",0,30,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1
"152","ANA","AL011985",1985-07-16,"29.7N","64.9W",0,35,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"153","ANA","AL011985",1985-07-17,"32.2N","67.0W",0,45,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"154","ANA","AL011985",1985-07-18,"37.2N","63.5W",0,55,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"155","ANA","AL011985",1985-07-19,"44.2N","54.5W",0,60,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3
"156","ANA","AL011991",1991-06-29,"25.9N","78.0W",0,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2
"157","ANA","AL011991",1991-06-30,"25.9N","80.0W",0,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"158","ANA","AL011991",1991-07-01,"27.3N","82.2W",0,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"159","ANA","AL011991",1991-07-02,"29.9N","79.7W",0,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"160","ANA","AL011991",1991-07-03,"31.5N","73.4W",0,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"161","ANA","AL011991",1991-07-04,"36.2N","61.1W",0,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"162","ANA","AL011991",1991-07-05,"37.0N","50.7W",0,45,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3
"163","ANA","AL012003",2003-04-18,"29.1N","65.8W",0,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"164","ANA","AL012003",2003-04-19,"33.0N","66.9W",0,35,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"165","ANA","AL012003",2003-04-20,"31.7N","67.3W",0,45,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"166","ANA","AL012003",2003-04-21,"29.4N","63.1W",0,50,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"167","ANA","AL012003",2003-04-22,"29.4N","56.6W",0,50,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"168","ANA","AL012003",2003-04-23,"30.0N","50.6W",0,40,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"169","ANA","AL012003",2003-04-24,"31.5N","46.6W",0,35,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"170","ANA","AL012003",2003-04-25,"31.5N","42.1W",0,35,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"171","ANA","AL012003",2003-04-26,"31.9N","32.8W",0,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"172","ANA","AL012003",2003-04-27,"34.4N","22.4W",0,40,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA
"173","ANA","AL012015",2015-05-06,"26.8N","77.8W",0,25,1014,0,0,0,0,0,0,0,0,0,0,0,NA
"174","ANA","AL012015",2015-05-07,"30.6N","77.5W",140,40,1005,140,80,140,0,0,0,0,0,0,0,0,NA
"175","ANA","AL012015",2015-05-08,"31.4N","77.4W",140,45,999,140,100,120,0,0,0,0,0,0,0,0,NA
"176","ANA","AL012015",2015-05-09,"31.9N","77.3W",120,50,998,100,120,100,80,80,0,0,0,0,0,0,NA
"177","ANA","AL012015",2015-05-10,"33.1N","78.3W",110,45,1001,90,110,50,0,0,0,0,0,0,0,0,NA
"178","ANA","AL012015",2015-05-11,"34.7N","76.3W",0,30,1009,0,0,0,0,0,0,0,0,0,0,0,NA
"179","ANA","AL012015",2015-05-12,"38.1N","67.0W",0,30,1005,0,0,0,0,0,0,0,0,0,0,0,NA
"180","ANA","AL021997",1997-06-30,"32.0N","76.6W",0,30,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2
"181","ANA","AL021997",1997-07-01,"31.4N","73.8W",0,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"182","ANA","AL021997",1997-07-02,"31.4N","70.5W",0,40,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"183","ANA","AL021997",1997-07-03,"33.5N","67.5W",0,35,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"184","ANA","AL021997",1997-07-04,"36.9N","59.5W",0,25,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4
"185","ANA","AL021997",1997-07-05,"41.0N","58.0W",0,25,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1
"186","ANA","AL022009",2009-08-10,"14.3N","24.0W",0,25,1008,0,0,0,0,0,0,0,0,0,0,0,NA
"187","ANA","AL022009",2009-08-11,"14.4N","26.8W",0,25,1006,0,0,0,0,0,0,0,0,0,0,0,NA
"188","ANA","AL022009",2009-08-12,"14.3N","31.0W",45,35,1005,0,0,0,0,0,0,0,0,0,0,0,NA
"189","ANA","AL022009",2009-08-13,"14.0N","35.3W",0,30,1006,0,0,0,0,0,0,0,0,0,0,0,NA
"190","ANA","AL022009",2009-08-14,"14.3N","39.3W",0,25,1007,0,0,0,0,0,0,0,0,0,0,0,NA
"191","ANA","AL022009",2009-08-15,"14.4N","44.7W",60,35,1003,60,0,60,0,0,0,0,0,0,0,0,NA
"192","ANA","AL022009",2009-08-16,"14.4N","50.7W",60,35,1003,60,0,60,0,0,0,0,0,0,0,0,NA
"193","ANDREA","AL012007",2007-05-06,"35.0N","73.0W",180,40,1009,120,0,180,0,0,0,0,0,0,0,0,NA
"194","ANDREA","AL012007",2007-05-07,"31.5N","71.7W",480,65,998,480,60,360,300,300,120,180,180,180,180,0,NA
"195","ANDREA","AL012007",2007-05-08,"30.4N","74.9W",480,55,1000,480,180,300,320,320,175,240,0,0,0,0,NA
"196","ANDREA","AL012007",2007-05-09,"30.6N","78.3W",175,50,1001,175,120,140,75,75,0,75,0,0,0,0,NA
"197","ANDREA","AL012007",2007-05-10,"29.7N","79.8W",90,40,1003,90,90,0,0,0,0,0,0,0,0,0,NA
